Hike_ID,Staff_ID,Hike_Date,Previous_Salary,New_Salary,Reason,Location_ID
H0436,S0286,2021-03-27,81690,97584,Annual Review,L003
H0437,S0459,2025-02-08,49799,57697,Promotion,L005
H0438,S0013,2023-11-29,118402,136560,Cost of Living Adjustment,L004
H0439,S0054,2023-04-05,43879,49007,Annual Review,L004
H0440,S0003,2021-10-29,97207,105625,Cost of Living Adjustment,L002
H0441,S0368,2022-04-06,49572,54478,Cost of Living Adjustment,L004
H0442,S0224,2021-12-05,83509,89748,Annual Review,L005
H0443,S0041,2021-12-31,25172,27545,Cost of Living Adjustment,L003
H0444,S0160,2023-08-26,115297,134769,Promotion,L005
H0445,S0073,2024-04-03,87977,99558,Promotion,L001
H0446,S0332,2024-11-03,28405,31927,Performance Bonus,L002
H0447,S0329,2025-03-29,36835,39766,Cost of Living Adjustment,L002
H0448,S0226,2020-10-05,187368,219861,Promotion,L005
H0449,S0389,2021-03-07,128738,151621,Promotion,L001
H0450,S0257,2023-05-08,78030,89779,Annual Review,L004
H0451,S0256,2022-09-23,184770,201644,Performance Bonus,L002
H0452,S0045,2025-01-05,87342,98481,Cost of Living Adjustment,L001
H0453,S0178,2021-07-02,43424,46940,Performance Bonus,L002
H0454,S0093,2022-03-09,116227,131680,Cost of Living Adjustment,L002
H0455,S0019,2022-09-28,149320,174404,Cost of Living Adjustment,L002
H0456,S0360,2021-02-16,143875,163571,Annual Review,L004
H0457,S0485,2024-08-27,189120,225393,Cost of Living Adjustment,L001
H0458,S0134,2025-01-30,26494,31163,Performance Bonus,L005
H0459,S0383,2023-08-27,82915,89123,Annual Review,L003
H0460,S0341,2023-02-22,110382,127045,Promotion,L003
H0461,S0346,2020-05-29,178577,194717,Promotion,L001
H0462,S0456,2020-08-22,115200,133341,Performance Bonus,L003
H0463,S0012,2022-07-01,157288,174070,Promotion,L005
H0464,S0327,2020-10-24,35792,38214,Cost of Living Adjustment,L002
H0465,S0344,2020-11-06,46686,52598,Promotion,L003
H0466,S0428,2021-12-27,105616,122861,Performance Bonus,L004
H0467,S0056,2023-03-04,87495,102921,Cost of Living Adjustment,L004
H0468,S0335,2021-05-24,175068,202731,Cost of Living Adjustment,L005
H0469,S0153,2023-02-02,41255,43523,Cost of Living Adjustment,L003
H0470,S0453,2020-08-01,54589,62705,Annual Review,L001
H0471,S0187,2020-05-25,85111,89552,Performance Bonus,L003
H0472,S0434,2024-02-16,153546,168860,Cost of Living Adjustment,L001
H0473,S0370,2021-01-01,142522,162842,Performance Bonus,L005
H0474,S0212,2023-03-12,37139,39920,Annual Review,L002
H0475,S0301,2022-02-14,149571,168236,Cost of Living Adjustment,L003
H0476,S0004,2020-05-15,149593,163533,Promotion,L005
H0477,S0350,2023-12-29,56241,62231,Cost of Living Adjustment,L004
H0478,S0463,2020-10-24,169919,181831,Performance Bonus,L003
H0479,S0293,2023-04-12,125768,142309,Cost of Living Adjustment,L004
H0480,S0378,2021-07-03,74772,84479,Cost of Living Adjustment,L004
H0481,S0490,2023-04-07,149010,169370,Performance Bonus,L002
H0482,S0129,2023-07-29,104244,116461,Annual Review,L001
H0483,S0023,2021-07-24,96561,113461,Performance Bonus,L004
H0484,S0050,2023-02-10,135556,157866,Promotion,L002
H0485,S0098,2024-06-13,112361,126840,Cost of Living Adjustment,L005
H0486,S0227,2021-05-01,51663,56415,Annual Review,L005
H0487,S0140,2025-01-30,145973,157788,Promotion,L002
H0488,S0218,2020-11-09,25105,27123,Annual Review,L002
H0489,S0466,2024-11-19,45408,52306,Annual Review,L002
H0490,S0266,2021-10-15,95182,110887,Performance Bonus,L002
H0491,S0437,2022-12-15,75892,87190,Cost of Living Adjustment,L004
H0492,S0346,2023-12-23,26336,29659,Annual Review,L005
H0493,S0461,2021-09-29,140586,164777,Annual Review,L003
H0494,S0213,2023-06-20,143316,162021,Performance Bonus,L005
H0495,S0200,2020-08-24,37968,41355,Annual Review,L004
H0496,S0244,2021-06-11,27585,31987,Annual Review,L003
H0497,S0357,2024-05-14,90086,104566,Cost of Living Adjustment,L003
H0498,S0351,2025-03-18,118956,130177,Promotion,L003
H0499,S0053,2020-10-15,144486,154454,Annual Review,L003
H0500,S0382,2025-02-26,138658,152371,Promotion,L002
H0501,S0230,2021-10-07,119561,126266,Cost of Living Adjustment,L004
H0502,S0476,2020-05-12,184710,195728,Promotion,L003
H0503,S0209,2022-03-28,81822,97007,Annual Review,L004
H0504,S0273,2024-10-13,106889,113882,Cost of Living Adjustment,L003
H0505,S0403,2023-07-08,178520,208524,Cost of Living Adjustment,L001
H0506,S0276,2022-04-05,100841,117656,Cost of Living Adjustment,L005
H0507,S0403,2024-03-25,89492,96056,Cost of Living Adjustment,L005
H0508,S0060,2024-01-22,150266,159096,Promotion,L003
H0509,S0243,2025-01-06,138308,148248,Cost of Living Adjustment,L004
H0510,S0232,2022-05-01,133223,149559,Promotion,L004
H0511,S0066,2022-07-12,80217,89695,Annual Review,L004
H0512,S0099,2021-09-30,76538,87280,Cost of Living Adjustment,L003
H0513,S0043,2024-02-02,27686,32524,Performance Bonus,L003
H0514,S0099,2022-11-24,124132,133094,Promotion,L005
H0515,S0147,2022-06-30,77164,91444,Annual Review,L002
H0516,S0301,2023-08-05,134567,146090,Promotion,L005
H0517,S0135,2022-04-19,162933,173281,Annual Review,L005
H0518,S0397,2020-10-19,67694,73168,Performance Bonus,L001
H0519,S0311,2020-12-07,177076,208235,Performance Bonus,L002
H0520,S0302,2023-10-03,172400,193604,Cost of Living Adjustment,L002
H0521,S0182,2020-09-21,185831,206238,Performance Bonus,L004
H0522,S0191,2023-04-24,29927,34034,Annual Review,L001
H0523,S0306,2024-01-19,30334,34255,Annual Review,L003
H0524,S0276,2023-10-09,26907,30548,Promotion,L005
H0525,S0408,2022-01-09,73351,78892,Promotion,L005
H0526,S0241,2020-11-23,166119,194051,Performance Bonus,L002
H0527,S0362,2024-11-03,145825,162617,Annual Review,L003
H0528,S0267,2022-03-08,127412,141748,Promotion,L001
H0529,S0423,2024-02-29,78305,86543,Promotion,L001
H0530,S0227,2023-12-13,159754,187680,Annual Review,L005
H0531,S0177,2024-12-19,43532,51640,Performance Bonus,L003
H0532,S0222,2024-02-01,98819,106329,Performance Bonus,L003
H0533,S0186,2025-02-10,27418,28862,Performance Bonus,L005
H0534,S0398,2024-09-28,36124,39691,Promotion,L001
H0535,S0228,2021-12-11,39978,45806,Performance Bonus,L001
H0536,S0034,2021-07-06,47226,49589,Annual Review,L001
H0537,S0077,2025-03-15,118718,132730,Cost of Living Adjustment,L003
H0538,S0332,2022-04-02,137538,149699,Cost of Living Adjustment,L005
H0539,S0321,2023-08-06,60234,64746,Annual Review,L004
H0540,S0178,2020-06-06,91625,99975,Performance Bonus,L005
H0541,S0288,2024-12-17,67561,75679,Cost of Living Adjustment,L003
H0542,S0042,2020-05-06,40156,47327,Promotion,L005
H0543,S0420,2023-07-20,48496,52104,Annual Review,L002
H0544,S0272,2022-03-11,142092,161797,Annual Review,L003
H0545,S0122,2023-08-30,106871,117673,Annual Review,L002
H0546,S0363,2020-12-15,117640,124260,Performance Bonus,L003
H0547,S0072,2020-06-21,58227,64509,Performance Bonus,L002
H0548,S0136,2024-11-14,176815,198064,Performance Bonus,L003
H0549,S0287,2024-03-13,162678,181458,Performance Bonus,L003
H0550,S0281,2024-09-08,69060,77116,Cost of Living Adjustment,L004
H0551,S0142,2022-05-19,134667,161182,Annual Review,L005
H0552,S0036,2021-12-21,152078,165250,Performance Bonus,L001
H0553,S0120,2023-05-01,37711,42260,Performance Bonus,L004
H0554,S0417,2023-01-12,119330,137845,Annual Review,L002
H0555,S0341,2021-11-10,168700,187516,Promotion,L002
H0556,S0051,2024-03-16,64447,76220,Annual Review,L002
H0557,S0247,2024-11-17,72859,84852,Performance Bonus,L002
H0558,S0174,2021-09-01,58908,65981,Annual Review,L002
H0559,S0249,2025-02-07,175909,208703,Performance Bonus,L005
H0560,S0032,2022-01-03,89758,96776,Cost of Living Adjustment,L001
H0561,S0285,2022-07-28,149564,165775,Cost of Living Adjustment,L004
H0562,S0123,2023-10-17,62031,69453,Promotion,L001
H0563,S0041,2022-08-14,80029,89637,Annual Review,L001
H0564,S0292,2022-02-26,135314,153446,Cost of Living Adjustment,L002
H0565,S0322,2025-01-18,137657,156681,Performance Bonus,L003
H0566,S0320,2024-12-31,88681,96819,Performance Bonus,L004
H0567,S0340,2022-06-05,176494,185401,Annual Review,L001
H0568,S0264,2023-01-01,174354,207752,Cost of Living Adjustment,L002
H0569,S0031,2024-04-10,61504,66813,Annual Review,L002
H0570,S0098,2022-12-13,135537,155534,Annual Review,L001
H0571,S0304,2024-05-05,112320,124661,Annual Review,L001
H0572,S0022,2023-02-01,132570,141941,Annual Review,L002
H0573,S0365,2021-12-26,29731,32572,Cost of Living Adjustment,L002
H0574,S0290,2024-05-22,67927,81010,Promotion,L005
H0575,S0062,2021-01-10,148600,164969,Cost of Living Adjustment,L002
H0576,S0455,2021-05-11,118619,124790,Performance Bonus,L002
H0577,S0263,2023-01-22,92619,110401,Promotion,L005
H0578,S0278,2023-02-17,80611,89865,Cost of Living Adjustment,L005
H0579,S0218,2022-12-03,30884,36912,Annual Review,L004
H0580,S0301,2023-03-01,68473,79844,Annual Review,L003
H0581,S0119,2024-05-19,150296,178056,Annual Review,L005
H0582,S0119,2024-10-14,43056,49456,Performance Bonus,L004
H0583,S0011,2021-07-20,143821,155781,Annual Review,L002
H0584,S0443,2020-07-21,77907,90963,Performance Bonus,L004
H0585,S0161,2020-11-04,75191,85127,Cost of Living Adjustment,L001
H0586,S0070,2024-01-22,91506,107104,Promotion,L002
H0587,S0086,2022-06-26,130250,141919,Promotion,L005
H0588,S0056,2021-02-04,123677,137969,Annual Review,L005
H0589,S0110,2023-09-06,135318,148978,Cost of Living Adjustment,L003
H0590,S0057,2020-06-01,81943,89558,Annual Review,L003
H0591,S0312,2022-10-03,139895,167742,Annual Review,L002
H0592,S0285,2022-12-31,76601,85644,Annual Review,L004
H0593,S0032,2022-06-06,105822,111217,Promotion,L001
H0594,S0343,2023-03-17,36181,43010,Performance Bonus,L002
H0595,S0304,2022-07-17,42630,47562,Cost of Living Adjustment,L003
H0596,S0303,2024-10-23,34002,40720,Cost of Living Adjustment,L002
H0597,S0027,2020-12-27,182202,214073,Cost of Living Adjustment,L002
H0598,S0226,2022-09-29,37413,42823,Cost of Living Adjustment,L001
H0599,S0041,2022-05-20,72933,85578,Performance Bonus,L005
H0600,S0068,2022-04-09,92224,98486,Cost of Living Adjustment,L005
H0601,S0048,2024-08-13,112109,121311,Cost of Living Adjustment,L002
H0602,S0074,2021-03-26,40848,45925,Promotion,L002
H0603,S0392,2021-03-16,107303,119398,Annual Review,L005
H0604,S0317,2024-04-13,100491,105696,Annual Review,L002
H0605,S0085,2022-12-31,65532,72109,Cost of Living Adjustment,L005
H0606,S0260,2021-04-26,150212,177140,Cost of Living Adjustment,L005
H0607,S0399,2021-06-25,56151,62173,Annual Review,L002
H0608,S0333,2020-09-06,163891,189103,Cost of Living Adjustment,L005
H0609,S0212,2021-07-17,40516,45782,Annual Review,L004
H0610,S0477,2020-07-04,83882,94595,Performance Bonus,L004
H0611,S0123,2022-02-17,36891,40315,Promotion,L001
H0612,S0375,2025-03-22,147233,163698,Annual Review,L004
H0613,S0299,2020-10-13,126547,150360,Performance Bonus,L003
H0614,S0316,2022-11-03,86258,96883,Performance Bonus,L004
H0615,S0206,2023-12-08,160150,179684,Promotion,L004
H0616,S0160,2024-05-21,92821,104806,Performance Bonus,L004
H0617,S0052,2023-03-31,163188,190443,Annual Review,L002
H0618,S0166,2024-12-19,53208,56478,Annual Review,L004
H0619,S0121,2022-11-03,131067,156584,Performance Bonus,L005
H0620,S0248,2022-08-31,116271,130290,Annual Review,L002
H0621,S0300,2022-05-24,102036,116516,Annual Review,L002
H0622,S0283,2021-07-20,189351,220881,Promotion,L001
H0623,S0089,2023-12-09,187274,208037,Performance Bonus,L004
H0624,S0408,2025-03-05,66369,71275,Cost of Living Adjustment,L004
H0625,S0244,2020-10-20,108372,124106,Performance Bonus,L001
H0626,S0135,2023-11-25,142208,170348,Promotion,L004
H0627,S0389,2022-02-03,187293,208240,Cost of Living Adjustment,L003
H0628,S0302,2023-10-24,25853,28606,Performance Bonus,L005
H0629,S0204,2021-10-26,109085,125722,Cost of Living Adjustment,L001
H0630,S0022,2022-08-07,30835,34093,Cost of Living Adjustment,L001
H0631,S0270,2023-10-07,57624,62760,Cost of Living Adjustment,L004
H0632,S0411,2022-05-04,171277,197383,Performance Bonus,L002
H0633,S0024,2025-02-11,130956,151311,Annual Review,L004
H0634,S0277,2024-07-08,176225,200489,Annual Review,L001
H0635,S0360,2021-03-10,176748,209232,Performance Bonus,L001
H0636,S0479,2020-09-24,108741,127794,Promotion,L004
H0637,S0143,2021-01-11,177903,192339,Annual Review,L005
H0638,S0448,2025-03-27,115024,124443,Promotion,L002
H0639,S0080,2022-07-03,148696,177993,Cost of Living Adjustment,L004
H0640,S0494,2024-06-10,153708,178092,Cost of Living Adjustment,L003
H0641,S0411,2023-10-04,33300,37245,Annual Review,L005
H0642,S0369,2024-10-11,168941,197388,Promotion,L001
H0643,S0009,2023-07-25,49740,59334,Annual Review,L002
H0644,S0090,2023-05-10,129211,138737,Performance Bonus,L005
H0645,S0187,2022-11-02,131750,142513,Cost of Living Adjustment,L001
H0646,S0254,2022-09-21,116429,132151,Promotion,L001
H0647,S0422,2022-09-17,56469,67539,Cost of Living Adjustment,L005
H0648,S0087,2022-10-27,143435,163952,Promotion,L004
H0649,S0402,2022-07-02,131750,147676,Promotion,L001
H0650,S0448,2022-06-26,159373,172632,Annual Review,L002
H0651,S0363,2024-02-02,78395,93507,Annual Review,L005
H0652,S0495,2020-06-24,89619,104315,Performance Bonus,L004
H0653,S0046,2024-11-03,60995,64689,Performance Bonus,L004
H0654,S0194,2023-06-09,90975,99815,Performance Bonus,L005
H0655,S0139,2025-04-14,83858,98424,Performance Bonus,L001
H0656,S0017,2020-10-11,139468,160851,Annual Review,L005
H0657,S0022,2022-07-12,75910,81458,Cost of Living Adjustment,L001
H0658,S0402,2023-04-21,46621,55931,Promotion,L001
H0659,S0381,2023-04-26,187801,214971,Performance Bonus,L003
H0660,S0202,2024-04-06,123016,146110,Cost of Living Adjustment,L001
H0661,S0205,2021-12-18,25682,28652,Cost of Living Adjustment,L002
H0662,S0015,2024-10-23,96458,111334,Annual Review,L002
H0663,S0012,2021-04-02,158070,166956,Promotion,L003
H0664,S0039,2023-09-09,137148,154043,Promotion,L002
H0665,S0221,2020-09-15,105692,117248,Performance Bonus,L003
H0666,S0338,2023-07-08,119482,136704,Performance Bonus,L005
H0667,S0476,2021-08-20,74823,85370,Promotion,L002
H0668,S0151,2025-02-16,112188,123171,Annual Review,L002
H0669,S0105,2020-12-27,38305,43137,Performance Bonus,L003
H0670,S0228,2021-05-27,65861,78432,Performance Bonus,L001
H0671,S0355,2021-04-30,189055,204378,Annual Review,L005
H0672,S0461,2022-12-20,91100,108250,Annual Review,L005
H0673,S0459,2021-09-24,32377,34004,Promotion,L002
H0674,S0154,2025-02-14,65651,73250,Promotion,L003
H0675,S0373,2024-06-28,179984,203354,Promotion,L004
H0676,S0386,2022-12-02,29511,32354,Performance Bonus,L003
H0677,S0277,2021-10-10,104952,110810,Performance Bonus,L001
H0678,S0131,2022-03-12,34350,39044,Cost of Living Adjustment,L005
H0679,S0487,2021-12-26,144497,170545,Performance Bonus,L002
H0680,S0030,2022-07-01,56423,67196,Cost of Living Adjustment,L004
H0681,S0389,2021-06-17,27021,30192,Performance Bonus,L002
H0682,S0302,2020-11-17,36488,40934,Promotion,L003
H0683,S0477,2022-10-28,159043,190762,Annual Review,L004
H0684,S0188,2024-01-31,89271,95844,Promotion,L004
H0685,S0459,2021-10-12,180662,195182,Annual Review,L003
H0686,S0016,2020-06-10,66548,79104,Promotion,L005
H0687,S0239,2021-01-09,35721,39584,Performance Bonus,L003
H0688,S0099,2023-09-07,30571,32765,Annual Review,L005
H0689,S0065,2022-10-09,56381,62137,Performance Bonus,L005
H0690,S0046,2021-01-11,164158,185406,Annual Review,L003
H0691,S0156,2024-05-26,137223,156464,Cost of Living Adjustment,L003
H0692,S0266,2021-02-24,103993,110224,Annual Review,L005
H0693,S0122,2021-11-01,170762,197361,Performance Bonus,L003
H0694,S0083,2023-05-28,50561,57539,Promotion,L003
H0695,S0055,2024-10-06,44928,50271,Annual Review,L004
H0696,S0070,2024-11-14,80115,85363,Performance Bonus,L002
H0697,S0314,2024-09-30,142629,156404,Performance Bonus,L002
H0698,S0087,2021-09-25,118621,128471,Performance Bonus,L001
H0699,S0013,2021-01-13,188197,212363,Promotion,L002
H0700,S0097,2020-06-10,184980,218483,Performance Bonus,L004
H0701,S0027,2021-05-19,135880,149323,Promotion,L005
H0702,S0123,2023-07-05,141474,150909,Promotion,L004
H0703,S0469,2023-12-13,65992,78579,Performance Bonus,L002
H0704,S0021,2023-06-16,96507,111349,Annual Review,L005
H0705,S0026,2021-02-19,65775,77222,Annual Review,L003
H0706,S0242,2024-04-26,99146,117265,Performance Bonus,L005
H0707,S0077,2023-10-18,178572,201893,Performance Bonus,L005
H0708,S0187,2021-01-22,90012,103761,Performance Bonus,L002
H0709,S0036,2022-03-14,54357,59194,Performance Bonus,L003
H0710,S0356,2021-12-08,102116,117495,Promotion,L001
H0711,S0190,2024-01-06,151900,174406,Annual Review,L002
H0712,S0296,2024-04-26,173807,192288,Cost of Living Adjustment,L001
H0713,S0427,2024-02-21,75758,83843,Cost of Living Adjustment,L001
H0714,S0186,2023-01-26,115467,136346,Cost of Living Adjustment,L001
H0715,S0048,2024-02-17,133710,155330,Performance Bonus,L002
H0716,S0491,2021-10-28,67146,72356,Cost of Living Adjustment,L005
H0717,S0058,2022-11-18,129403,141754,Promotion,L002
H0718,S0336,2021-12-18,98195,112838,Promotion,L001
H0719,S0459,2023-12-23,135492,145116,Annual Review,L003
H0720,S0406,2023-07-05,100301,120197,Performance Bonus,L002
H0721,S0432,2023-08-19,25118,27528,Annual Review,L005
H0722,S0336,2021-01-28,171015,187209,Annual Review,L005
H0723,S0412,2024-05-25,99077,110688,Cost of Living Adjustment,L001
H0724,S0486,2024-07-26,187112,202226,Promotion,L001
H0725,S0480,2025-02-07,162377,179002,Performance Bonus,L001
H0726,S0249,2024-05-19,153104,165996,Cost of Living Adjustment,L001
H0727,S0430,2024-02-05,97804,115074,Annual Review,L001
H0728,S0448,2022-10-27,130903,155770,Performance Bonus,L001
H0729,S0452,2025-01-21,81384,86995,Annual Review,L003
H0730,S0328,2020-06-21,79405,88012,Cost of Living Adjustment,L001
H0731,S0452,2020-12-29,69432,76995,Performance Bonus,L004
H0732,S0376,2021-12-29,120414,142368,Annual Review,L002
H0733,S0126,2021-01-14,81909,89955,Cost of Living Adjustment,L002
H0734,S0256,2022-11-10,70473,77990,Cost of Living Adjustment,L003
H0735,S0326,2020-09-14,73812,88383,Performance Bonus,L002
H0736,S0110,2023-03-24,127768,149728,Annual Review,L002
H0737,S0343,2020-05-04,38237,45698,Performance Bonus,L005
H0738,S0247,2021-03-09,89689,103410,Promotion,L005
H0739,S0187,2021-08-20,178810,200594,Cost of Living Adjustment,L001
H0740,S0176,2020-08-29,103045,114953,Performance Bonus,L003
H0741,S0361,2023-03-20,66730,75427,Performance Bonus,L003
H0742,S0158,2025-03-17,184772,195415,Performance Bonus,L003
H0743,S0137,2023-10-26,85789,93465,Annual Review,L004
H0744,S0460,2024-04-05,38995,43008,Annual Review,L004
H0745,S0220,2024-04-15,27241,31799,Cost of Living Adjustment,L003
H0746,S0224,2021-10-06,129240,146724,Performance Bonus,L003
H0747,S0483,2023-06-24,40666,45216,Performance Bonus,L003
H0748,S0055,2020-09-06,160380,175611,Annual Review,L004
H0749,S0388,2023-01-08,151607,176880,Annual Review,L005
H0750,S0290,2022-07-17,146935,163730,Promotion,L003
H0751,S0128,2021-05-03,39687,41926,Performance Bonus,L002
H0752,S0056,2023-08-21,149656,167694,Cost of Living Adjustment,L004
H0753,S0076,2021-04-30,100916,119530,Performance Bonus,L001
H0754,S0166,2020-06-02,103601,116032,Performance Bonus,L002
H0755,S0057,2023-11-21,87636,92969,Annual Review,L003
H0756,S0087,2021-11-06,28759,34306,Performance Bonus,L004
H0757,S0041,2024-04-04,142644,164413,Annual Review,L003
H0758,S0167,2021-01-06,71751,85545,Annual Review,L002
H0759,S0230,2020-09-22,160406,187540,Performance Bonus,L001
H0760,S0364,2021-11-02,119773,131104,Cost of Living Adjustment,L005
H0761,S0153,2020-08-09,139065,159762,Annual Review,L001
H0762,S0448,2021-12-20,37009,42644,Cost of Living Adjustment,L003
H0763,S0190,2021-10-31,166374,175558,Annual Review,L004
H0764,S0129,2024-07-07,39912,47443,Cost of Living Adjustment,L003
H0765,S0322,2021-01-04,161136,181183,Promotion,L004
H0766,S0425,2020-11-28,129651,142110,Performance Bonus,L001
H0767,S0075,2023-03-17,139226,163573,Annual Review,L004
H0768,S0450,2021-09-18,89439,95602,Annual Review,L003
H0769,S0366,2023-05-23,164366,177999,Cost of Living Adjustment,L005
H0770,S0464,2024-01-11,67350,79895,Cost of Living Adjustment,L004
H0771,S0042,2023-10-01,148055,174185,Cost of Living Adjustment,L003
H0772,S0463,2024-07-30,92707,110550,Performance Bonus,L002
H0773,S0288,2022-09-12,132841,146017,Annual Review,L002
H0774,S0051,2023-11-28,132094,154642,Cost of Living Adjustment,L001
H0775,S0254,2023-08-18,76237,80609,Cost of Living Adjustment,L005
H0776,S0171,2024-02-05,150798,158389,Promotion,L001
H0777,S0231,2023-11-08,121602,135332,Promotion,L004
H0778,S0202,2020-09-27,176297,188213,Annual Review,L002
H0779,S0382,2024-03-27,130732,145978,Promotion,L003
H0780,S0086,2023-09-16,182504,207722,Cost of Living Adjustment,L005
H0781,S0485,2021-03-08,157952,174760,Cost of Living Adjustment,L004
H0782,S0125,2023-03-16,67505,80641,Promotion,L003
H0783,S0421,2021-09-15,184177,211061,Annual Review,L003
H0784,S0165,2023-01-03,163397,195292,Annual Review,L001
H0785,S0491,2022-02-20,187896,207723,Cost of Living Adjustment,L001
H0786,S0015,2022-03-03,64956,73901,Promotion,L002
H0787,S0452,2024-08-18,83508,93466,Performance Bonus,L005
H0788,S0323,2024-12-27,159706,179915,Performance Bonus,L003
H0789,S0191,2021-11-14,68827,76554,Promotion,L003
H0790,S0381,2023-01-14,82238,89783,Annual Review,L003
H0791,S0353,2021-10-23,90597,98806,Annual Review,L005
H0792,S0221,2024-03-06,114522,123254,Annual Review,L001
H0793,S0189,2024-02-09,146916,160929,Promotion,L001
H0794,S0370,2025-04-01,32546,36251,Performance Bonus,L005
H0795,S0356,2022-11-30,63813,72333,Annual Review,L003
H0796,S0228,2024-01-11,65229,70062,Annual Review,L004
H0797,S0110,2022-04-12,59132,67219,Annual Review,L001
H0798,S0216,2024-03-24,29751,31562,Promotion,L003
H0799,S0436,2025-04-17,102384,112276,Performance Bonus,L005
H0800,S0120,2021-02-28,47564,56871,Promotion,L004
H0801,S0351,2022-10-20,117716,127108,Performance Bonus,L004
H0802,S0095,2023-06-24,81733,92226,Cost of Living Adjustment,L001
H0803,S0405,2025-04-19,144121,159337,Performance Bonus,L002
H0804,S0486,2025-03-28,78670,87900,Promotion,L003
H0805,S0023,2022-05-17,128565,135791,Cost of Living Adjustment,L002
H0806,S0206,2022-04-20,34558,36689,Cost of Living Adjustment,L005
H0807,S0177,2023-10-27,157596,180345,Annual Review,L002
H0808,S0231,2021-11-26,85661,90953,Annual Review,L005
H0809,S0017,2024-11-26,77291,91954,Annual Review,L001
H0810,S0069,2022-03-14,94607,110543,Performance Bonus,L001
H0811,S0034,2024-10-01,115879,126399,Cost of Living Adjustment,L004
H0812,S0063,2021-07-16,46961,55747,Promotion,L005
H0813,S0484,2023-10-04,178683,209649,Promotion,L001
H0814,S0313,2022-11-03,184887,217128,Performance Bonus,L003
H0815,S0100,2025-01-07,154394,168138,Annual Review,L003
H0816,S0221,2020-09-21,82330,87678,Annual Review,L002
H0817,S0498,2024-02-11,74228,83308,Annual Review,L001
H0818,S0349,2021-03-06,91287,107152,Cost of Living Adjustment,L003
H0819,S0309,2021-11-18,31049,32893,Cost of Living Adjustment,L002
H0820,S0265,2020-04-26,143041,155490,Performance Bonus,L004
H0821,S0425,2024-02-10,94327,100559,Cost of Living Adjustment,L002
H0822,S0017,2025-02-23,115512,125801,Cost of Living Adjustment,L003
H0823,S0138,2020-11-04,68184,73268,Performance Bonus,L003
H0824,S0006,2022-04-13,135655,147413,Promotion,L002
H0825,S0091,2024-04-05,176644,204743,Cost of Living Adjustment,L002
H0826,S0259,2020-11-24,46010,50639,Annual Review,L004
H0827,S0413,2025-03-25,124615,147362,Performance Bonus,L002
H0828,S0326,2024-06-13,130940,152806,Cost of Living Adjustment,L001
H0829,S0091,2024-12-04,93699,111279,Cost of Living Adjustment,L003
H0830,S0239,2023-02-02,145162,159455,Annual Review,L001
H0831,S0091,2023-10-14,128166,153344,Annual Review,L001
H0832,S0270,2023-11-07,133653,143130,Cost of Living Adjustment,L002
H0833,S0433,2025-01-12,51770,54376,Cost of Living Adjustment,L002
H0834,S0159,2025-04-21,96856,114217,Annual Review,L004
H0835,S0053,2023-06-11,39416,45658,Cost of Living Adjustment,L001
H0836,S0011,2022-05-05,45349,48424,Promotion,L003
H0837,S0075,2023-01-08,162216,184151,Performance Bonus,L002
H0838,S0411,2022-07-15,151029,176959,Annual Review,L002
H0839,S0479,2021-06-03,161288,170491,Performance Bonus,L005
H0840,S0414,2021-06-28,161511,183882,Annual Review,L001
H0841,S0276,2022-08-27,37736,39714,Annual Review,L002
H0842,S0326,2021-08-26,46128,54908,Promotion,L004
H0843,S0152,2023-12-03,160947,170238,Promotion,L002
H0844,S0377,2025-04-23,106286,111857,Cost of Living Adjustment,L005
H0845,S0087,2020-09-22,156382,186310,Performance Bonus,L005
H0846,S0219,2020-11-30,89514,97135,Performance Bonus,L004
H0847,S0337,2021-08-25,118048,128097,Promotion,L003
H0848,S0199,2022-10-21,135967,149320,Performance Bonus,L004
H0849,S0010,2022-11-25,167030,178073,Annual Review,L004
H0850,S0013,2021-09-12,156282,183036,Performance Bonus,L001
H0851,S0298,2024-11-06,86199,94727,Cost of Living Adjustment,L005
H0852,S0419,2024-07-05,143902,161833,Promotion,L002
H0853,S0381,2024-05-06,142995,159979,Promotion,L004
H0854,S0159,2022-06-08,130758,145291,Annual Review,L005
H0855,S0195,2023-07-11,177219,191856,Performance Bonus,L001
H0856,S0120,2023-12-30,163157,182773,Cost of Living Adjustment,L002
H0857,S0455,2022-06-01,159603,190224,Performance Bonus,L002
H0858,S0149,2024-09-08,159057,171498,Performance Bonus,L005
H0859,S0488,2023-11-26,109667,122049,Promotion,L002
H0860,S0445,2022-06-27,171534,183718,Promotion,L002
H0861,S0161,2022-08-05,44267,52644,Promotion,L002
H0862,S0491,2020-07-12,131051,145359,Annual Review,L004
H0863,S0186,2021-06-08,89582,97042,Cost of Living Adjustment,L005
H0864,S0171,2022-01-29,62078,67930,Performance Bonus,L004
H0865,S0001,2021-01-18,38371,45456,Annual Review,L001
H0866,S0133,2024-06-21,92074,110013,Promotion,L001
H0867,S0038,2023-09-16,30898,35126,Annual Review,L005
H0868,S0026,2020-10-04,147734,177040,Performance Bonus,L002
H0869,S0343,2022-06-04,97997,109188,Annual Review,L003
H0870,S0263,2023-03-31,59257,63175,Performance Bonus,L005
H0871,S0410,2021-06-22,64564,70160,Promotion,L005
H0872,S0277,2021-09-22,172204,188359,Cost of Living Adjustment,L001
H0873,S0325,2022-11-12,78216,86441,Annual Review,L004
