Room_ID,Location_ID,Room_Type,Capacity,Admission_ID,Occupancy_Status,Last_Cleaned
R01147,L005,Private,4,,Occupied,2024-08-19
R01148,L005,Semi-Private,4,,Occupied,2024-09-11
R01149,L003,Semi-Private,4,,Occupied,2024-09-08
R01150,L002,ICU,1,,Occupied,2024-06-24
R01151,L002,General,4,ADM05084,Occupied,2024-08-21
R01152,L001,Semi-Private,1,ADM06061,Occupied,2024-12-28
R01153,L005,Semi-Private,4,ADM01676,Vacant,2024-06-12
R01154,L001,Semi-Private,2,,Occupied,2024-12-01
R01155,L003,ICU,4,,Occupied,2025-03-12
R01156,L002,Private,1,ADM04350,Occupied,2024-12-23
R01157,L004,ICU,1,,Occupied,2024-10-12
R01158,L002,General,4,ADM04303,Vacant,2025-01-28
R01159,L002,General,4,ADM06572,Occupied,2024-08-29
R01160,L001,General,2,ADM07985,Occupied,2024-08-02
R01161,L001,Private,2,ADM03758,Occupied,2025-01-13
R01162,L005,General,4,ADM05256,Occupied,2024-12-25
R01163,L005,Private,4,ADM09300,Occupied,2024-10-19
R01164,L001,Semi-Private,4,ADM08433,Vacant,2024-10-01
R01165,L001,ICU,1,ADM02279,Occupied,2024-08-06
R01166,L003,Private,2,,Occupied,2025-04-17
R01167,L005,Semi-Private,4,ADM06261,Occupied,2025-02-15
R01168,L002,Private,4,ADM06579,Occupied,2024-12-18
R01169,L002,Semi-Private,1,ADM09046,Occupied,2024-11-19
R01170,L003,ICU,4,ADM04915,Occupied,2024-08-05
R01171,L001,General,1,ADM05519,Occupied,2025-04-16
R01172,L002,Private,4,ADM09670,Vacant,2024-09-29
R01173,L004,ICU,2,ADM02327,Occupied,2025-03-14
R01174,L003,General,4,,Vacant,2024-10-24
R01175,L004,Semi-Private,4,,Occupied,2025-02-17
R01176,L002,General,2,ADM09614,Occupied,2024-09-23
R01177,L002,ICU,2,ADM02665,Occupied,2024-11-11
R01178,L003,Private,4,,Vacant,2024-12-08
R01179,L005,Semi-Private,2,ADM00685,Occupied,2024-05-07
R01180,L005,Private,4,ADM06011,Occupied,2024-07-16
R01181,L004,ICU,4,,Occupied,2024-05-24
R01182,L002,Semi-Private,1,ADM06192,Vacant,2024-12-10
R01183,L002,Semi-Private,4,ADM00400,Vacant,2025-02-12
R01184,L001,Semi-Private,2,ADM07530,Occupied,2024-12-28
R01185,L002,Semi-Private,2,ADM07077,Vacant,2024-07-09
R01186,L004,ICU,4,,Occupied,2024-07-14
R01187,L003,Private,1,ADM05593,Occupied,2024-12-06
R01188,L002,ICU,4,ADM07186,Occupied,2024-11-30
R01189,L005,ICU,2,,Occupied,2025-04-06
R01190,L004,General,1,ADM01706,Occupied,2024-08-23
R01191,L001,Private,4,ADM02962,Occupied,2024-08-15
R01192,L003,Private,1,ADM05993,Occupied,2024-09-03
R01193,L004,ICU,1,ADM09532,Occupied,2025-01-01
R01194,L002,ICU,2,ADM01709,Occupied,2024-10-17
R01195,L002,Semi-Private,1,ADM05025,Occupied,2025-02-12
R01196,L001,Semi-Private,2,,Occupied,2024-07-26
R01197,L003,Semi-Private,1,ADM01422,Occupied,2024-07-06
R01198,L004,ICU,2,ADM05550,Occupied,2024-05-26
R01199,L001,Semi-Private,1,ADM04387,Occupied,2025-02-12
R01200,L004,Private,1,ADM04457,Occupied,2024-12-08
R01201,L005,ICU,4,,Occupied,2024-08-31
R01202,L002,Private,1,ADM03740,Occupied,2025-04-09
R01203,L005,ICU,4,ADM06629,Vacant,2024-05-05
R01204,L005,Semi-Private,1,ADM00039,Vacant,2024-06-07
R01205,L005,Semi-Private,2,ADM01656,Occupied,2024-05-23
R01206,L001,Private,4,,Vacant,2024-07-24
R01207,L001,Private,2,ADM01795,Occupied,2025-02-05
R01208,L002,General,2,ADM03149,Vacant,2024-07-11
R01209,L004,ICU,1,ADM05708,Occupied,2024-11-16
R01210,L005,Private,4,ADM05068,Occupied,2025-02-06
R01211,L002,Private,1,ADM03197,Vacant,2024-06-10
R01212,L002,Private,4,ADM02222,Vacant,2024-05-24
R01213,L002,ICU,2,ADM07999,Occupied,2025-01-14
R01214,L003,Private,1,,Occupied,2025-02-27
R01215,L005,General,4,,Occupied,2025-03-22
R01216,L001,Private,1,ADM06500,Vacant,2024-10-04
R01217,L005,ICU,2,ADM00263,Vacant,2024-08-03
R01218,L003,ICU,2,ADM08357,Occupied,2025-03-05
R01219,L001,Private,2,ADM09127,Vacant,2024-12-21
R01220,L001,Semi-Private,4,,Occupied,2024-08-22
R01221,L001,Private,2,ADM00381,Occupied,2024-12-22
R01222,L002,ICU,2,ADM03047,Occupied,2024-10-23
R01223,L004,ICU,2,ADM09198,Vacant,2024-05-13
R01224,L002,Semi-Private,4,ADM00769,Vacant,2025-04-04
R01225,L003,ICU,1,,Occupied,2024-09-08
R01226,L005,Semi-Private,1,ADM07091,Vacant,2024-05-28
R01227,L003,General,1,ADM02122,Vacant,2024-11-02
R01228,L005,Private,1,ADM07256,Occupied,2024-09-08
R01229,L004,ICU,4,,Occupied,2024-07-10
R01230,L001,ICU,4,ADM03404,Occupied,2024-07-26
R01231,L002,Semi-Private,1,ADM02233,Occupied,2025-04-11
R01232,L004,Semi-Private,4,ADM08825,Occupied,2024-08-09
R01233,L005,ICU,1,,Occupied,2024-06-24
R01234,L004,General,4,ADM02976,Occupied,2025-04-05
R01235,L002,ICU,2,ADM05065,Occupied,2024-10-30
R01236,L005,General,2,ADM05161,Occupied,2024-08-14
R01237,L004,ICU,1,ADM03328,Occupied,2025-02-01
R01238,L003,Private,4,ADM04264,Occupied,2025-02-26
R01239,L001,Private,1,ADM03499,Occupied,2024-09-23
R01240,L003,Semi-Private,1,ADM08181,Occupied,2024-09-28
R01241,L001,ICU,1,ADM04141,Vacant,2024-06-21
R01242,L003,ICU,1,ADM02763,Occupied,2024-08-20
R01243,L005,Semi-Private,4,ADM09593,Vacant,2024-11-04
R01244,L003,General,4,ADM00204,Occupied,2024-06-08
R01245,L001,Semi-Private,2,ADM00690,Occupied,2024-08-23
R01246,L002,ICU,1,ADM00111,Occupied,2024-12-02
R01247,L003,General,4,ADM05815,Occupied,2025-01-18
R01248,L005,General,1,ADM08622,Occupied,2024-11-25
R01249,L002,Private,4,,Occupied,2024-08-17
R01250,L002,ICU,1,ADM05601,Occupied,2024-06-27
R01251,L002,Private,4,ADM05661,Occupied,2024-10-12
R01252,L001,General,1,ADM04061,Occupied,2025-01-13
R01253,L004,Private,2,ADM09145,Occupied,2024-05-07
R01254,L001,Semi-Private,4,ADM01174,Occupied,2024-09-13
R01255,L004,Private,1,ADM07290,Occupied,2024-12-16
R01256,L002,Private,4,ADM09408,Occupied,2024-08-20
R01257,L003,Semi-Private,2,ADM06467,Occupied,2024-06-26
R01258,L003,ICU,4,ADM02508,Occupied,2025-03-27
R01259,L001,ICU,4,,Occupied,2024-06-09
R01260,L002,General,2,ADM09809,Occupied,2024-11-17
R01261,L004,Semi-Private,4,ADM08847,Vacant,2025-03-06
R01262,L001,Private,4,ADM00505,Vacant,2025-01-24
R01263,L004,Private,4,ADM00507,Occupied,2024-09-22
R01264,L001,General,4,ADM04169,Occupied,2025-02-19
R01265,L004,Semi-Private,1,ADM08116,Occupied,2024-10-13
R01266,L005,Private,2,ADM07583,Occupied,2025-04-20
R01267,L004,Semi-Private,2,ADM09025,Occupied,2025-01-21
R01268,L001,Private,2,ADM09656,Occupied,2024-09-06
R01269,L004,Private,2,,Vacant,2025-03-09
R01270,L001,Private,4,ADM06762,Occupied,2024-11-06
R01271,L003,Private,2,ADM04281,Occupied,2025-01-20
R01272,L001,Private,4,ADM09925,Vacant,2025-02-05
R01273,L001,General,4,ADM01545,Occupied,2024-08-29
R01274,L004,ICU,4,,Occupied,2024-12-27
R01275,L005,Semi-Private,1,ADM00775,Occupied,2024-05-10
R01276,L001,Semi-Private,2,ADM00233,Occupied,2024-05-19
R01277,L001,ICU,2,ADM06811,Occupied,2024-09-30
R01278,L004,General,4,ADM05997,Occupied,2024-10-06
R01279,L002,General,1,ADM09646,Occupied,2024-09-22
R01280,L004,ICU,2,,Vacant,2025-01-10
R01281,L005,ICU,2,ADM09943,Vacant,2024-11-01
R01282,L002,General,2,ADM01304,Occupied,2024-11-06
R01283,L001,Private,4,ADM01605,Occupied,2025-01-11
R01284,L004,Private,1,ADM06470,Occupied,2025-04-09
R01285,L003,ICU,1,,Occupied,2024-08-06
R01286,L005,ICU,1,ADM05563,Occupied,2024-08-06
R01287,L001,Semi-Private,4,,Occupied,2024-08-28
R01288,L003,Private,2,,Occupied,2024-06-23
R01289,L002,General,2,ADM06461,Occupied,2025-04-07
R01290,L003,General,2,ADM08661,Occupied,2025-02-11
R01291,L003,Semi-Private,4,ADM04342,Occupied,2024-10-25
R01292,L005,General,1,ADM07522,Vacant,2024-08-21
R01293,L003,Semi-Private,2,ADM09412,Vacant,2024-09-30
R01294,L004,General,2,ADM00924,Occupied,2025-01-03
R01295,L004,ICU,1,ADM01090,Occupied,2024-11-28
R01296,L005,Semi-Private,1,ADM01201,Occupied,2025-03-14
R01297,L002,Semi-Private,1,ADM00995,Vacant,2025-02-21
R01298,L003,Semi-Private,4,ADM03165,Occupied,2024-09-13
R01299,L001,General,4,ADM00177,Occupied,2024-11-14
R01300,L001,Private,4,ADM05708,Occupied,2025-02-27
R01301,L001,General,1,ADM06340,Occupied,2025-03-08
R01302,L005,ICU,4,,Occupied,2025-03-01
R01303,L001,Semi-Private,4,ADM01497,Occupied,2025-01-13
R01304,L003,Semi-Private,4,,Occupied,2024-10-12
R01305,L004,Private,2,,Occupied,2024-09-22
R01306,L001,Semi-Private,4,ADM02377,Occupied,2024-09-26
R01307,L003,General,1,,Vacant,2024-10-19
R01308,L001,Semi-Private,1,ADM06156,Occupied,2024-07-15
R01309,L001,General,4,ADM07562,Vacant,2025-01-03
R01310,L004,General,2,ADM04714,Occupied,2025-03-12
R01311,L004,General,2,ADM09620,Vacant,2025-02-22
R01312,L005,ICU,4,ADM05532,Vacant,2024-06-11
R01313,L005,Semi-Private,2,ADM05901,Occupied,2024-06-12
R01314,L002,ICU,4,,Occupied,2025-04-04
R01315,L001,ICU,2,ADM07486,Occupied,2024-07-15
R01316,L001,General,2,ADM08860,Occupied,2024-08-23
R01317,L001,Semi-Private,2,ADM03919,Occupied,2025-02-13
R01318,L005,Private,1,ADM04345,Occupied,2025-01-11
R01319,L005,General,4,ADM01178,Occupied,2025-02-23
R01320,L005,General,1,ADM01985,Occupied,2025-02-06
R01321,L005,Private,2,,Occupied,2024-12-27
R01322,L002,Semi-Private,2,ADM06729,Occupied,2024-07-31
R01323,L004,ICU,2,ADM01533,Occupied,2025-01-25
R01324,L005,Private,1,ADM08753,Occupied,2024-05-22
R01325,L001,General,2,ADM07430,Occupied,2024-12-26
R01326,L003,General,1,ADM01424,Occupied,2024-06-22
R01327,L005,ICU,4,ADM08247,Occupied,2024-11-26
R01328,L005,General,2,,Occupied,2024-05-30
R01329,L002,Private,4,ADM06340,Occupied,2024-07-13
R01330,L004,ICU,2,ADM04640,Occupied,2024-08-03
R01331,L005,Semi-Private,1,ADM06529,Occupied,2024-05-07
R01332,L001,General,4,ADM07342,Occupied,2024-09-05
R01333,L003,ICU,1,ADM06530,Occupied,2025-04-21
R01334,L002,General,2,ADM06754,Occupied,2025-01-22
R01335,L004,Private,2,ADM07577,Occupied,2025-02-13
R01336,L002,Private,1,ADM05045,Occupied,2024-07-03
R01337,L001,Semi-Private,2,ADM00955,Vacant,2024-05-23
R01338,L004,Private,1,ADM08741,Vacant,2024-11-10
R01339,L004,Semi-Private,1,ADM00143,Occupied,2024-05-22
R01340,L005,Private,4,ADM01747,Occupied,2024-06-24
R01341,L001,ICU,2,,Vacant,2024-05-14
R01342,L004,Private,2,ADM02354,Occupied,2025-03-15
R01343,L005,Semi-Private,1,ADM06035,Occupied,2024-07-27
R01344,L005,Semi-Private,1,ADM06613,Vacant,2024-10-12
R01345,L001,ICU,1,ADM07059,Occupied,2024-05-06
R01346,L001,ICU,1,ADM07239,Occupied,2024-06-08
R01347,L001,Semi-Private,4,,Occupied,2024-08-22
R01348,L005,Private,4,ADM00244,Occupied,2025-04-07
R01349,L004,Semi-Private,2,ADM02642,Vacant,2024-11-01
R01350,L003,Private,2,ADM01802,Occupied,2024-08-25
R01351,L001,Semi-Private,2,ADM09000,Occupied,2024-07-17
R01352,L001,Semi-Private,1,ADM09956,Vacant,2025-01-01
R01353,L003,ICU,1,ADM07910,Occupied,2025-01-12
R01354,L002,Private,4,ADM08062,Occupied,2025-01-29
R01355,L001,Private,1,,Occupied,2025-01-30
R01356,L005,ICU,1,,Occupied,2024-07-26
R01357,L003,Semi-Private,4,ADM08723,Occupied,2025-04-18
R01358,L004,General,4,ADM08240,Occupied,2025-03-04
R01359,L003,ICU,2,,Occupied,2024-10-14
R01360,L002,Semi-Private,2,ADM09816,Occupied,2024-06-28
R01361,L001,Semi-Private,2,ADM05761,Vacant,2024-11-05
R01362,L004,General,1,ADM01914,Occupied,2025-04-04
R01363,L005,Private,4,ADM02177,Occupied,2024-11-19
R01364,L002,Semi-Private,2,ADM06338,Occupied,2025-04-09
R01365,L005,Semi-Private,1,ADM00315,Occupied,2024-09-26
R01366,L002,Semi-Private,4,ADM05148,Occupied,2024-11-17
R01367,L003,General,1,ADM09717,Vacant,2024-11-09
R01368,L005,Semi-Private,1,,Occupied,2024-12-02
R01369,L005,General,4,ADM01755,Occupied,2024-10-17
R01370,L002,Semi-Private,4,ADM00730,Vacant,2024-06-08
R01371,L002,Semi-Private,4,ADM05447,Vacant,2025-01-19
R01372,L004,ICU,4,ADM06062,Occupied,2025-04-18
R01373,L001,ICU,2,ADM01933,Occupied,2024-11-24
R01374,L004,Private,4,ADM05360,Occupied,2025-01-28
R01375,L005,ICU,4,ADM03672,Occupied,2025-01-02
R01376,L005,Semi-Private,1,ADM09931,Occupied,2024-10-18
R01377,L003,Private,2,ADM02103,Occupied,2024-09-04
R01378,L001,General,4,ADM09043,Occupied,2024-07-06
R01379,L001,Private,2,,Vacant,2024-12-14
R01380,L002,Private,2,,Occupied,2025-04-20
R01381,L002,General,2,ADM04985,Occupied,2024-12-18
R01382,L001,Private,4,ADM03570,Occupied,2024-10-20
R01383,L001,ICU,4,ADM02712,Occupied,2024-11-26
R01384,L004,Private,4,ADM00475,Vacant,2024-11-07
R01385,L002,ICU,1,ADM07651,Vacant,2025-02-03
R01386,L002,ICU,2,ADM04816,Occupied,2024-12-16
R01387,L001,Semi-Private,1,,Occupied,2025-03-11
R01388,L001,General,1,ADM06476,Occupied,2024-11-23
R01389,L005,ICU,4,ADM07949,Occupied,2024-10-14
R01390,L002,Semi-Private,4,ADM03121,Occupied,2024-09-18
R01391,L005,Private,4,ADM03663,Occupied,2024-08-16
R01392,L001,Private,2,ADM08664,Occupied,2025-03-04
R01393,L002,Semi-Private,1,ADM02114,Occupied,2024-09-12
R01394,L003,Private,4,ADM08364,Occupied,2025-02-25
R01395,L004,Semi-Private,2,ADM08064,Occupied,2025-03-25
R01396,L004,ICU,2,ADM02626,Occupied,2025-01-11
R01397,L005,General,4,ADM09138,Vacant,2025-02-16
R01398,L002,Semi-Private,2,ADM08402,Occupied,2024-06-01
R01399,L001,Private,4,ADM07539,Occupied,2024-09-30
R01400,L002,General,4,ADM00318,Occupied,2025-04-11
R01401,L001,ICU,1,,Occupied,2025-03-04
R01402,L005,ICU,2,ADM02619,Occupied,2025-01-16
R01403,L002,Semi-Private,4,ADM06171,Vacant,2025-01-10
R01404,L005,General,2,ADM03064,Occupied,2024-06-05
R01405,L005,ICU,4,ADM03510,Occupied,2024-11-18
R01406,L002,ICU,1,ADM03872,Occupied,2024-06-01
R01407,L002,ICU,1,ADM04400,Occupied,2024-07-23
R01408,L005,Private,4,ADM09653,Occupied,2024-08-05
R01409,L004,Semi-Private,2,,Vacant,2024-09-04
R01410,L003,Private,2,ADM01793,Occupied,2024-11-28
R01411,L003,Semi-Private,4,ADM04818,Occupied,2024-12-09
R01412,L002,Private,4,ADM05229,Occupied,2025-02-17
R01413,L002,ICU,4,ADM09478,Occupied,2025-02-07
R01414,L003,General,2,ADM04705,Occupied,2024-06-20
R01415,L005,Semi-Private,2,,Occupied,2024-09-28
R01416,L005,ICU,1,,Occupied,2025-03-23
R01417,L005,Semi-Private,4,ADM08566,Vacant,2024-09-07
R01418,L003,General,1,ADM07194,Vacant,2024-11-13
R01419,L003,General,1,ADM03023,Vacant,2025-01-18
R01420,L002,Private,4,,Occupied,2024-05-14
R01421,L003,General,4,ADM08130,Occupied,2025-04-20
R01422,L001,Private,1,ADM07689,Vacant,2025-04-03
R01423,L003,Semi-Private,1,ADM04838,Occupied,2024-06-13
R01424,L005,ICU,1,ADM07750,Occupied,2025-01-16
R01425,L003,Private,4,ADM02552,Occupied,2024-10-14
R01426,L002,Private,4,,Occupied,2024-12-10
R01427,L004,General,2,ADM04202,Occupied,2024-05-06
R01428,L003,General,2,ADM04886,Occupied,2024-11-03
R01429,L001,General,1,ADM04140,Occupied,2024-07-02
R01430,L002,Private,1,ADM03781,Occupied,2024-05-22
R01431,L001,General,2,ADM07133,Occupied,2024-06-06
R01432,L003,General,4,ADM07678,Occupied,2025-01-01
R01433,L003,ICU,4,ADM02244,Vacant,2024-11-26
R01434,L001,Semi-Private,1,ADM07939,Occupied,2024-09-17
R01435,L001,Semi-Private,2,ADM00890,Occupied,2024-10-11
R01436,L002,Private,4,ADM02241,Vacant,2025-02-03
R01437,L001,Semi-Private,2,ADM02294,Occupied,2025-03-01
R01438,L001,Private,2,ADM03121,Occupied,2024-12-15
R01439,L002,Semi-Private,1,ADM08011,Occupied,2024-04-29
R01440,L004,General,2,ADM05111,Occupied,2024-12-08
R01441,L004,General,1,,Occupied,2024-05-02
R01442,L004,General,1,ADM01628,Occupied,2025-04-09
R01443,L001,ICU,1,ADM00155,Occupied,2024-11-30
R01444,L001,ICU,4,ADM06011,Occupied,2025-02-25
R01445,L002,General,1,,Occupied,2024-12-12
R01446,L005,General,4,ADM01730,Occupied,2024-12-30
R01447,L005,Private,2,,Vacant,2024-11-23
R01448,L001,ICU,2,ADM02046,Vacant,2024-07-27
R01449,L004,Semi-Private,2,ADM05695,Occupied,2024-09-16
R01450,L002,Semi-Private,2,ADM02511,Vacant,2024-08-30
R01451,L005,General,1,ADM02914,Vacant,2025-03-16
R01452,L004,Private,2,,Occupied,2024-11-17
R01453,L004,Private,4,ADM04658,Vacant,2024-07-07
R01454,L004,Private,4,ADM08547,Occupied,2024-10-30
R01455,L002,Private,2,,Vacant,2024-05-02
R01456,L005,Semi-Private,2,ADM01242,Occupied,2024-12-15
R01457,L003,ICU,4,,Occupied,2024-05-04
R01458,L004,Semi-Private,1,ADM02634,Occupied,2025-03-06
R01459,L001,Private,4,ADM04365,Occupied,2024-12-18
R01460,L003,Private,1,ADM00082,Occupied,2024-04-24
R01461,L003,General,4,,Vacant,2025-03-07
R01462,L001,Semi-Private,4,,Occupied,2025-03-23
R01463,L004,Private,4,ADM08210,Occupied,2024-09-16
R01464,L005,Private,1,ADM03065,Occupied,2025-02-15
R01465,L003,ICU,4,ADM00983,Occupied,2024-11-20
R01466,L003,ICU,1,ADM03496,Occupied,2025-03-12
R01467,L002,Semi-Private,1,ADM00927,Occupied,2024-06-10
R01468,L003,General,2,ADM07951,Vacant,2025-04-10
R01469,L001,Semi-Private,1,,Occupied,2024-11-20
R01470,L004,ICU,2,ADM00338,Occupied,2024-04-28
R01471,L004,General,4,ADM07617,Occupied,2024-11-09
R01472,L001,Private,4,ADM02952,Vacant,2024-11-05
R01473,L001,Private,2,ADM00256,Vacant,2024-06-04
R01474,L005,ICU,2,ADM00407,Occupied,2024-12-09
R01475,L001,Private,4,ADM01253,Occupied,2024-08-26
R01476,L005,Semi-Private,1,ADM00137,Occupied,2024-07-14
R01477,L005,Semi-Private,4,ADM04880,Occupied,2025-02-18
R01478,L002,Private,1,ADM08631,Occupied,2024-12-09
R01479,L003,ICU,4,ADM05566,Occupied,2024-11-17
R01480,L005,Private,4,ADM05549,Vacant,2024-12-06
R01481,L004,Private,2,ADM07824,Occupied,2025-03-22
R01482,L005,Private,2,ADM08061,Occupied,2024-04-26
R01483,L004,Semi-Private,4,ADM07321,Occupied,2024-06-14
R01484,L003,Private,4,,Occupied,2024-08-21
R01485,L005,ICU,1,ADM08452,Occupied,2024-07-15
R01486,L004,Semi-Private,1,ADM09643,Occupied,2025-02-12
R01487,L005,ICU,2,ADM01333,Occupied,2024-09-17
R01488,L002,Semi-Private,2,,Vacant,2024-08-28
R01489,L003,ICU,4,ADM06399,Vacant,2024-08-03
R01490,L004,ICU,4,ADM02460,Occupied,2024-12-19
R01491,L001,Semi-Private,2,ADM09265,Occupied,2025-04-18
R01492,L004,General,4,,Occupied,2024-06-28
R01493,L005,General,4,ADM04319,Vacant,2025-02-03
R01494,L003,Semi-Private,2,ADM06038,Occupied,2024-06-06
R01495,L004,ICU,4,ADM08170,Occupied,2025-01-12
R01496,L004,ICU,4,ADM03611,Occupied,2024-11-09
R01497,L004,Private,4,ADM09277,Vacant,2025-02-06
R01498,L001,General,1,ADM09711,Occupied,2024-05-18
R01499,L001,General,1,ADM02660,Occupied,2024-06-18
R01500,L001,ICU,2,ADM06567,Occupied,2024-09-21
R01501,L005,Semi-Private,4,,Vacant,2025-02-16
R01502,L001,Private,2,ADM04624,Occupied,2024-04-24
R01503,L003,Semi-Private,1,ADM01149,Occupied,2024-05-25
R01504,L005,ICU,2,ADM06835,Occupied,2025-01-29
R01505,L004,ICU,2,ADM07238,Occupied,2024-11-30
R01506,L005,Semi-Private,1,ADM04398,Occupied,2024-05-30
R01507,L002,Private,2,ADM02676,Occupied,2024-12-12
R01508,L003,Semi-Private,1,ADM05564,Vacant,2024-10-16
R01509,L001,General,2,ADM04260,Occupied,2024-10-31
R01510,L004,General,2,ADM03662,Occupied,2024-11-07
R01511,L004,Semi-Private,4,ADM02449,Occupied,2024-04-29
R01512,L002,Semi-Private,4,ADM00908,Occupied,2024-05-24
R01513,L005,General,2,ADM03437,Occupied,2024-11-02
R01514,L003,ICU,1,ADM08645,Occupied,2024-08-20
R01515,L001,ICU,4,ADM06017,Vacant,2024-10-27
R01516,L004,ICU,2,ADM04424,Vacant,2024-08-12
R01517,L004,Private,1,ADM07020,Occupied,2024-07-02
R01518,L002,ICU,4,ADM00893,Occupied,2024-10-15
R01519,L002,Semi-Private,4,ADM05400,Occupied,2024-10-12
R01520,L005,Semi-Private,1,ADM01184,Occupied,2024-05-23
R01521,L002,Semi-Private,2,ADM06337,Vacant,2025-04-01
R01522,L003,General,2,ADM07961,Vacant,2024-12-30
R01523,L001,General,2,ADM03753,Vacant,2024-12-11
R01524,L002,ICU,4,,Occupied,2024-07-09
R01525,L003,Semi-Private,2,ADM09586,Occupied,2025-01-03
R01526,L005,Semi-Private,1,,Vacant,2024-12-04
R01527,L002,General,1,,Occupied,2024-05-26
R01528,L001,Private,2,ADM05436,Occupied,2024-09-29
R01529,L005,ICU,4,ADM04492,Occupied,2024-09-04
R01530,L002,ICU,1,ADM04701,Occupied,2025-01-25
R01531,L005,Semi-Private,4,ADM06081,Occupied,2024-11-20
R01532,L003,General,4,ADM05581,Occupied,2025-04-10
R01533,L002,ICU,1,ADM00564,Occupied,2024-06-15
R01534,L004,General,4,ADM02271,Vacant,2024-10-19
R01535,L004,General,4,,Occupied,2025-02-10
R01536,L004,ICU,4,ADM02830,Occupied,2025-03-28
R01537,L004,ICU,4,ADM07130,Occupied,2024-06-18
R01538,L002,General,2,ADM02491,Occupied,2024-11-19
R01539,L004,General,2,,Vacant,2024-08-16
R01540,L002,Semi-Private,4,ADM08145,Occupied,2025-04-09
R01541,L005,General,1,ADM03507,Occupied,2024-08-17
R01542,L002,Private,1,,Occupied,2024-07-02
R01543,L003,Semi-Private,2,ADM08169,Occupied,2024-11-04
R01544,L004,General,1,ADM09471,Occupied,2024-12-02
R01545,L005,Private,4,ADM02418,Vacant,2025-02-22
R01546,L001,Private,4,ADM02790,Occupied,2024-07-29
R01547,L005,Private,2,ADM06144,Occupied,2024-08-16
R01548,L004,Semi-Private,2,ADM04443,Occupied,2025-04-04
R01549,L005,Semi-Private,2,ADM09078,Occupied,2024-06-10
R01550,L002,General,1,ADM04153,Occupied,2024-08-19
R01551,L003,General,4,ADM05509,Occupied,2025-02-05
R01552,L001,General,1,ADM08256,Occupied,2025-03-23
R01553,L004,Semi-Private,1,,Occupied,2024-06-01
R01554,L004,ICU,4,,Vacant,2024-08-07
R01555,L004,Semi-Private,2,,Occupied,2025-02-18
R01556,L005,Semi-Private,2,ADM04729,Occupied,2025-03-02
R01557,L002,Semi-Private,4,ADM06324,Occupied,2025-04-07
R01558,L004,ICU,1,ADM00897,Occupied,2024-10-18
R01559,L002,Semi-Private,4,,Occupied,2024-06-09
R01560,L001,ICU,2,ADM05245,Occupied,2025-02-04
R01561,L004,General,1,ADM07701,Occupied,2025-02-25
R01562,L003,Private,1,ADM01456,Occupied,2024-08-15
R01563,L002,Semi-Private,2,ADM09944,Occupied,2024-10-02
R01564,L001,Semi-Private,2,ADM00284,Vacant,2025-03-28
R01565,L001,Semi-Private,1,ADM06858,Occupied,2024-10-03
R01566,L001,General,4,ADM02148,Occupied,2024-10-31
R01567,L003,General,2,ADM09692,Occupied,2024-12-16
R01568,L002,General,1,ADM09447,Occupied,2024-07-09
R01569,L004,Semi-Private,2,ADM09345,Occupied,2024-06-06
R01570,L005,ICU,4,ADM07228,Vacant,2025-03-13
R01571,L005,ICU,4,ADM00304,Occupied,2025-03-22
R01572,L004,ICU,4,ADM05990,Vacant,2025-01-27
R01573,L005,General,4,,Occupied,2024-06-14
R01574,L004,Private,1,ADM05156,Occupied,2024-09-21
R01575,L004,General,4,ADM02195,Vacant,2024-05-28
R01576,L002,ICU,1,ADM00032,Vacant,2025-03-08
R01577,L005,Private,4,ADM05977,Vacant,2025-03-17
R01578,L001,ICU,1,,Occupied,2024-09-07
R01579,L003,ICU,1,ADM04337,Vacant,2024-07-01
R01580,L002,ICU,4,ADM05218,Occupied,2024-09-18
R01581,L001,Private,1,ADM01733,Occupied,2024-12-25
R01582,L003,ICU,2,ADM05749,Occupied,2025-01-13
R01583,L002,Semi-Private,4,ADM01057,Occupied,2024-07-02
R01584,L004,General,1,ADM06492,Occupied,2024-08-04
R01585,L004,Private,2,ADM01717,Occupied,2024-10-20
R01586,L001,Semi-Private,2,ADM05547,Occupied,2025-03-26
R01587,L001,Private,4,ADM04332,Occupied,2025-01-31
R01588,L003,Private,1,ADM02011,Occupied,2024-11-21
R01589,L005,Private,2,ADM08799,Occupied,2024-06-27
R01590,L005,General,1,ADM08310,Occupied,2024-08-11
R01591,L001,Private,4,ADM00842,Occupied,2025-02-08
R01592,L005,Private,4,ADM08456,Occupied,2025-03-02
R01593,L001,Semi-Private,1,ADM02588,Occupied,2025-04-15
R01594,L004,Private,2,ADM01593,Occupied,2024-10-02
R01595,L003,General,4,ADM03666,Occupied,2025-04-24
R01596,L001,Semi-Private,1,ADM01641,Occupied,2025-04-17
R01597,L002,ICU,1,ADM02720,Occupied,2024-05-23
R01598,L004,General,2,ADM05270,Occupied,2025-02-27
R01599,L002,General,2,ADM09602,Occupied,2024-12-24
R01600,L005,Private,2,,Occupied,2024-12-28
R01601,L002,Private,4,ADM02060,Occupied,2024-09-25
R01602,L005,General,2,ADM06121,Occupied,2024-10-02
R01603,L001,Private,4,ADM09716,Occupied,2024-12-05
R01604,L002,Semi-Private,4,ADM07270,Vacant,2024-12-12
R01605,L002,Semi-Private,1,ADM02746,Vacant,2025-02-08
R01606,L002,General,4,ADM06354,Occupied,2024-11-27
R01607,L003,Private,2,ADM09110,Occupied,2024-06-11
