Attendance_ID,Staff_ID,Attendance_Date,Status,Shift,Location_ID
AT06666,S0304,2024-09-20,Present,Afternoon,L001
AT06667,S0415,2025-03-28,Absent,Night,L005
AT06668,S0301,2024-11-14,Absent,Morning,L005
AT06669,S0298,2024-10-09,Leave,Morning,L002
AT06670,S0222,2024-12-01,Leave,Morning,L003
AT06671,S0315,2025-02-02,Present,Night,L003
AT06672,S0483,2024-11-19,Absent,Night,L001
AT06673,S0068,2024-08-07,Sick,Morning,L002
AT06674,S0025,2024-11-02,Absent,Morning,L004
AT06675,S0300,2024-11-21,Absent,Night,L001
AT06676,S0257,2025-04-03,Present,Morning,L004
AT06677,S0086,2025-01-29,Absent,Afternoon,L003
AT06678,S0399,2024-10-02,Sick,Morning,L002
AT06679,S0169,2024-09-19,Sick,Morning,L001
AT06680,S0486,2024-06-07,Absent,Afternoon,L004
AT06681,S0381,2024-09-28,Leave,Afternoon,L004
AT06682,S0240,2024-09-21,Present,Morning,L003
AT06683,S0186,2024-05-16,Sick,Morning,L005
AT06684,S0158,2024-07-23,Sick,Morning,L001
AT06685,S0442,2024-11-30,Present,Morning,L004
AT06686,S0087,2024-08-17,Leave,Afternoon,L003
AT06687,S0498,2025-01-24,Sick,Morning,L001
AT06688,S0059,2025-01-16,Absent,Night,L004
AT06689,S0166,2024-11-03,Leave,Night,L004
AT06690,S0283,2025-04-17,Sick,Afternoon,L002
AT06691,S0236,2024-11-29,Present,Morning,L004
AT06692,S0393,2024-08-12,Present,Afternoon,L005
AT06693,S0249,2025-01-25,Leave,Night,L001
AT06694,S0404,2024-12-28,Absent,Afternoon,L004
AT06695,S0488,2024-10-14,Absent,Afternoon,L002
AT06696,S0433,2025-01-28,Leave,Afternoon,L003
AT06697,S0349,2024-07-15,Sick,Morning,L004
AT06698,S0247,2024-04-28,Sick,Night,L001
AT06699,S0393,2024-05-11,Absent,Afternoon,L004
AT06700,S0211,2024-10-28,Present,Morning,L003
AT06701,S0268,2025-01-30,Leave,Morning,L005
AT06702,S0373,2025-01-02,Absent,Night,L005
AT06703,S0312,2025-02-26,Sick,Night,L002
AT06704,S0427,2024-10-17,Sick,Afternoon,L003
AT06705,S0314,2024-12-03,Leave,Morning,L005
AT06706,S0192,2024-08-23,Absent,Morning,L005
AT06707,S0388,2024-10-26,Sick,Afternoon,L003
AT06708,S0494,2025-04-19,Absent,Afternoon,L003
AT06709,S0053,2024-11-11,Sick,Morning,L003
AT06710,S0345,2024-05-17,Absent,Morning,L001
AT06711,S0299,2025-04-08,Sick,Morning,L005
AT06712,S0072,2024-11-07,Sick,Morning,L003
AT06713,S0482,2025-04-19,Leave,Morning,L004
AT06714,S0117,2024-12-26,Leave,Morning,L005
AT06715,S0498,2025-02-25,Absent,Morning,L003
AT06716,S0057,2025-03-02,Present,Morning,L002
AT06717,S0177,2024-10-21,Leave,Afternoon,L003
AT06718,S0290,2024-07-05,Sick,Morning,L001
AT06719,S0391,2025-01-25,Leave,Afternoon,L002
AT06720,S0415,2024-12-03,Leave,Afternoon,L004
AT06721,S0130,2024-05-09,Leave,Night,L002
AT06722,S0306,2024-07-09,Absent,Morning,L001
AT06723,S0492,2025-01-16,Sick,Night,L005
AT06724,S0001,2025-03-18,Leave,Night,L001
AT06725,S0275,2024-10-25,Absent,Afternoon,L002
AT06726,S0118,2024-10-28,Present,Morning,L005
AT06727,S0001,2024-06-12,Sick,Afternoon,L005
AT06728,S0150,2024-08-31,Sick,Morning,L005
AT06729,S0401,2024-10-13,Present,Morning,L002
AT06730,S0334,2024-06-04,Sick,Night,L004
AT06731,S0017,2025-02-21,Absent,Morning,L001
AT06732,S0133,2025-04-18,Present,Morning,L004
AT06733,S0005,2024-11-29,Present,Afternoon,L003
AT06734,S0434,2024-08-01,Present,Afternoon,L004
AT06735,S0002,2024-11-01,Present,Morning,L003
AT06736,S0004,2025-01-29,Sick,Afternoon,L003
AT06737,S0173,2025-02-14,Absent,Afternoon,L001
AT06738,S0362,2024-07-15,Sick,Night,L001
AT06739,S0076,2024-09-04,Absent,Afternoon,L004
AT06740,S0004,2024-11-07,Leave,Afternoon,L002
AT06741,S0155,2024-08-08,Present,Afternoon,L005
AT06742,S0198,2024-12-01,Absent,Morning,L005
AT06743,S0358,2024-12-27,Leave,Afternoon,L001
AT06744,S0457,2024-07-27,Present,Morning,L005
AT06745,S0081,2024-05-03,Absent,Night,L003
AT06746,S0476,2024-06-23,Sick,Night,L004
AT06747,S0048,2025-02-27,Present,Afternoon,L003
AT06748,S0449,2024-06-09,Present,Night,L005
AT06749,S0465,2024-11-25,Absent,Night,L001
AT06750,S0040,2024-06-06,Leave,Morning,L004
AT06751,S0206,2025-03-20,Present,Night,L004
AT06752,S0041,2025-01-21,Sick,Morning,L001
AT06753,S0247,2025-01-20,Present,Afternoon,L005
AT06754,S0244,2024-09-25,Sick,Night,L002
AT06755,S0486,2024-04-27,Sick,Afternoon,L003
AT06756,S0472,2024-10-07,Present,Morning,L003
AT06757,S0282,2025-04-09,Sick,Night,L001
AT06758,S0345,2025-03-28,Absent,Night,L002
AT06759,S0200,2024-06-07,Absent,Afternoon,L001
AT06760,S0140,2024-08-20,Sick,Night,L004
AT06761,S0419,2025-04-14,Present,Morning,L005
AT06762,S0314,2024-05-07,Present,Morning,L003
AT06763,S0325,2025-01-23,Leave,Afternoon,L005
AT06764,S0474,2024-12-23,Leave,Afternoon,L003
AT06765,S0384,2024-06-25,Absent,Morning,L001
AT06766,S0465,2025-01-28,Absent,Morning,L002
AT06767,S0157,2024-10-16,Leave,Morning,L005
AT06768,S0207,2025-02-17,Present,Afternoon,L003
AT06769,S0183,2025-02-10,Leave,Morning,L002
AT06770,S0177,2024-10-25,Leave,Night,L003
AT06771,S0328,2024-07-29,Absent,Night,L001
AT06772,S0125,2025-04-17,Present,Morning,L004
AT06773,S0359,2024-09-28,Sick,Morning,L005
AT06774,S0434,2024-04-30,Sick,Night,L003
AT06775,S0235,2025-02-20,Sick,Morning,L003
AT06776,S0027,2025-01-16,Present,Morning,L001
AT06777,S0001,2024-09-04,Leave,Afternoon,L005
AT06778,S0001,2025-03-17,Sick,Morning,L002
AT06779,S0329,2025-03-08,Present,Afternoon,L002
AT06780,S0440,2024-05-06,Present,Night,L003
AT06781,S0085,2025-01-06,Present,Afternoon,L002
AT06782,S0083,2024-09-14,Absent,Afternoon,L004
AT06783,S0234,2024-09-14,Leave,Night,L005
AT06784,S0096,2024-09-08,Sick,Morning,L004
AT06785,S0065,2024-09-05,Leave,Morning,L003
AT06786,S0202,2024-05-12,Leave,Morning,L002
AT06787,S0425,2024-06-17,Present,Morning,L005
AT06788,S0214,2024-11-17,Absent,Morning,L001
AT06789,S0201,2024-10-29,Sick,Afternoon,L003
AT06790,S0105,2024-11-23,Leave,Afternoon,L005
AT06791,S0491,2024-06-27,Present,Night,L003
AT06792,S0217,2024-05-24,Sick,Morning,L001
AT06793,S0282,2025-02-07,Present,Morning,L002
AT06794,S0124,2024-08-04,Present,Night,L004
AT06795,S0200,2024-11-30,Leave,Night,L004
AT06796,S0095,2025-02-01,Leave,Afternoon,L001
AT06797,S0161,2025-01-17,Present,Afternoon,L003
AT06798,S0422,2024-06-15,Leave,Morning,L003
AT06799,S0228,2024-07-10,Absent,Afternoon,L004
AT06800,S0354,2024-05-01,Present,Morning,L003
AT06801,S0212,2024-12-18,Sick,Night,L005
AT06802,S0226,2024-10-22,Absent,Morning,L005
AT06803,S0340,2024-10-26,Leave,Night,L004
AT06804,S0051,2025-02-16,Absent,Morning,L001
AT06805,S0475,2024-07-25,Sick,Night,L004
AT06806,S0015,2024-08-28,Present,Night,L005
AT06807,S0351,2024-08-23,Leave,Afternoon,L004
AT06808,S0104,2024-09-03,Sick,Morning,L002
AT06809,S0261,2024-12-22,Absent,Night,L002
AT06810,S0222,2024-06-01,Present,Afternoon,L001
AT06811,S0461,2024-10-06,Sick,Night,L003
AT06812,S0355,2025-04-13,Sick,Afternoon,L001
AT06813,S0087,2024-11-25,Absent,Afternoon,L002
AT06814,S0328,2024-05-08,Sick,Morning,L003
AT06815,S0261,2025-03-29,Present,Afternoon,L002
AT06816,S0485,2024-11-01,Present,Night,L005
AT06817,S0098,2025-01-06,Absent,Afternoon,L003
AT06818,S0488,2024-08-04,Present,Night,L002
AT06819,S0396,2025-03-16,Leave,Afternoon,L002
AT06820,S0009,2024-09-15,Leave,Morning,L003
AT06821,S0496,2024-08-30,Present,Afternoon,L002
AT06822,S0012,2024-09-27,Absent,Night,L004
AT06823,S0244,2024-11-19,Leave,Afternoon,L004
AT06824,S0314,2025-02-20,Sick,Morning,L004
AT06825,S0204,2025-04-18,Present,Morning,L005
AT06826,S0454,2025-01-04,Leave,Morning,L004
AT06827,S0135,2024-08-17,Absent,Night,L005
AT06828,S0041,2025-03-29,Sick,Night,L005
AT06829,S0282,2024-04-28,Present,Morning,L003
AT06830,S0497,2025-03-22,Present,Afternoon,L002
AT06831,S0391,2024-08-17,Sick,Night,L001
AT06832,S0043,2024-05-26,Sick,Morning,L004
AT06833,S0309,2025-01-22,Present,Morning,L002
AT06834,S0116,2024-11-23,Leave,Night,L002
AT06835,S0398,2024-05-25,Leave,Afternoon,L002
AT06836,S0257,2025-02-23,Absent,Night,L002
AT06837,S0468,2024-07-11,Absent,Afternoon,L005
AT06838,S0434,2024-12-14,Present,Morning,L002
AT06839,S0097,2024-09-24,Present,Night,L005
AT06840,S0267,2024-08-18,Leave,Afternoon,L005
AT06841,S0257,2024-11-27,Present,Afternoon,L004
AT06842,S0342,2025-02-02,Sick,Night,L004
AT06843,S0052,2024-07-19,Absent,Night,L001
AT06844,S0078,2025-03-03,Present,Morning,L005
AT06845,S0392,2025-03-03,Absent,Afternoon,L003
AT06846,S0186,2024-10-26,Leave,Morning,L001
AT06847,S0023,2024-07-27,Absent,Night,L001
AT06848,S0373,2024-09-06,Absent,Night,L001
AT06849,S0170,2025-01-06,Sick,Night,L003
AT06850,S0130,2024-07-27,Present,Morning,L002
AT06851,S0087,2024-09-27,Leave,Night,L005
AT06852,S0062,2024-12-12,Sick,Afternoon,L002
AT06853,S0001,2024-04-29,Present,Night,L001
AT06854,S0157,2025-03-15,Absent,Morning,L001
AT06855,S0079,2024-09-26,Present,Night,L003
AT06856,S0316,2024-07-10,Leave,Night,L001
AT06857,S0293,2024-05-17,Absent,Afternoon,L005
AT06858,S0349,2024-07-12,Present,Night,L002
AT06859,S0407,2024-12-30,Absent,Morning,L004
AT06860,S0087,2024-11-09,Leave,Morning,L003
AT06861,S0325,2024-12-01,Leave,Afternoon,L005
AT06862,S0297,2025-03-06,Leave,Night,L004
AT06863,S0414,2024-06-07,Sick,Afternoon,L003
AT06864,S0416,2025-01-09,Absent,Night,L003
AT06865,S0091,2024-07-28,Absent,Afternoon,L002
AT06866,S0310,2024-08-02,Sick,Morning,L001
AT06867,S0437,2024-10-06,Absent,Night,L005
AT06868,S0190,2025-02-08,Absent,Afternoon,L001
AT06869,S0368,2024-12-16,Leave,Morning,L002
AT06870,S0317,2024-05-26,Absent,Afternoon,L005
AT06871,S0413,2025-01-19,Present,Night,L001
AT06872,S0134,2025-03-29,Sick,Afternoon,L005
AT06873,S0487,2024-12-05,Present,Night,L005
AT06874,S0060,2024-05-26,Present,Night,L001
AT06875,S0243,2024-05-16,Present,Morning,L005
AT06876,S0059,2024-11-09,Sick,Morning,L002
AT06877,S0352,2024-12-07,Absent,Morning,L004
AT06878,S0487,2025-03-23,Sick,Morning,L002
AT06879,S0185,2024-07-19,Sick,Night,L005
AT06880,S0419,2025-02-18,Absent,Afternoon,L005
AT06881,S0046,2024-05-04,Sick,Night,L002
AT06882,S0227,2024-08-26,Sick,Afternoon,L002
AT06883,S0121,2025-02-28,Absent,Afternoon,L002
AT06884,S0445,2025-04-15,Absent,Morning,L005
AT06885,S0464,2024-09-11,Leave,Afternoon,L005
AT06886,S0343,2024-08-19,Absent,Morning,L005
AT06887,S0047,2024-09-16,Absent,Night,L004
AT06888,S0475,2024-11-14,Present,Night,L003
AT06889,S0169,2025-03-26,Absent,Night,L003
AT06890,S0073,2024-06-17,Sick,Afternoon,L004
AT06891,S0238,2025-04-17,Sick,Afternoon,L004
AT06892,S0050,2024-05-03,Absent,Night,L004
AT06893,S0037,2025-01-10,Leave,Afternoon,L004
AT06894,S0142,2024-10-01,Sick,Night,L002
AT06895,S0247,2025-01-19,Present,Morning,L003
AT06896,S0269,2024-09-06,Present,Afternoon,L003
AT06897,S0312,2024-05-05,Present,Morning,L005
AT06898,S0293,2024-07-15,Sick,Afternoon,L002
AT06899,S0084,2024-09-21,Sick,Morning,L003
AT06900,S0280,2025-04-09,Absent,Afternoon,L005
AT06901,S0342,2025-04-15,Leave,Morning,L004
AT06902,S0237,2024-08-04,Sick,Morning,L004
AT06903,S0443,2025-03-29,Present,Morning,L004
AT06904,S0222,2024-09-26,Sick,Night,L003
AT06905,S0280,2025-02-14,Present,Night,L002
AT06906,S0067,2024-08-26,Sick,Afternoon,L005
AT06907,S0100,2024-06-05,Sick,Morning,L002
AT06908,S0279,2024-05-22,Leave,Night,L005
AT06909,S0328,2024-10-07,Leave,Afternoon,L002
AT06910,S0025,2024-06-19,Absent,Morning,L001
AT06911,S0393,2024-09-23,Leave,Night,L004
AT06912,S0050,2024-05-05,Sick,Night,L003
AT06913,S0308,2025-04-18,Present,Night,L005
AT06914,S0477,2024-07-29,Leave,Morning,L005
AT06915,S0035,2025-02-20,Present,Morning,L001
AT06916,S0025,2024-10-10,Absent,Night,L005
AT06917,S0471,2024-09-07,Absent,Morning,L001
AT06918,S0125,2025-03-08,Sick,Afternoon,L005
AT06919,S0071,2024-07-14,Leave,Afternoon,L004
AT06920,S0270,2025-03-21,Absent,Afternoon,L004
AT06921,S0025,2024-11-09,Sick,Night,L002
AT06922,S0293,2024-12-01,Present,Afternoon,L003
AT06923,S0088,2025-04-10,Sick,Afternoon,L004
AT06924,S0344,2025-01-21,Leave,Afternoon,L003
AT06925,S0315,2024-07-27,Absent,Night,L003
AT06926,S0238,2024-09-11,Leave,Night,L002
AT06927,S0491,2025-02-25,Leave,Morning,L003
AT06928,S0247,2025-01-09,Present,Afternoon,L003
AT06929,S0345,2024-08-30,Leave,Morning,L002
AT06930,S0207,2024-09-07,Sick,Night,L001
AT06931,S0335,2025-03-29,Sick,Night,L005
AT06932,S0243,2025-03-12,Present,Morning,L003
AT06933,S0213,2024-05-13,Sick,Afternoon,L002
AT06934,S0312,2024-09-24,Present,Morning,L004
AT06935,S0079,2024-10-15,Absent,Morning,L001
AT06936,S0158,2024-11-11,Absent,Night,L004
AT06937,S0461,2025-03-05,Sick,Morning,L004
AT06938,S0203,2025-01-10,Sick,Morning,L001
AT06939,S0098,2025-01-30,Sick,Morning,L002
AT06940,S0045,2024-09-08,Sick,Night,L002
AT06941,S0437,2024-08-19,Present,Afternoon,L001
AT06942,S0187,2024-05-22,Leave,Afternoon,L004
AT06943,S0169,2024-12-03,Absent,Night,L001
AT06944,S0434,2025-01-09,Leave,Afternoon,L002
AT06945,S0115,2025-02-05,Absent,Night,L002
AT06946,S0313,2024-07-28,Sick,Night,L005
AT06947,S0337,2024-07-25,Sick,Night,L001
AT06948,S0171,2024-07-13,Sick,Afternoon,L001
AT06949,S0141,2025-02-11,Absent,Morning,L002
AT06950,S0226,2025-02-24,Leave,Morning,L004
AT06951,S0127,2024-08-17,Sick,Afternoon,L003
AT06952,S0485,2024-05-16,Absent,Morning,L004
AT06953,S0261,2025-03-29,Leave,Night,L003
AT06954,S0031,2025-04-01,Absent,Afternoon,L004
AT06955,S0173,2024-10-02,Leave,Afternoon,L005
AT06956,S0108,2024-05-03,Leave,Afternoon,L003
AT06957,S0286,2024-10-02,Present,Morning,L002
AT06958,S0398,2024-08-15,Sick,Night,L001
AT06959,S0083,2024-07-26,Sick,Morning,L004
AT06960,S0175,2025-02-25,Present,Morning,L005
AT06961,S0334,2025-04-15,Present,Night,L003
AT06962,S0451,2024-07-03,Present,Night,L003
AT06963,S0044,2024-07-15,Present,Afternoon,L001
AT06964,S0493,2024-06-03,Absent,Night,L002
AT06965,S0124,2024-10-29,Present,Morning,L005
AT06966,S0375,2025-03-02,Sick,Night,L005
AT06967,S0088,2025-02-04,Leave,Afternoon,L005
AT06968,S0161,2025-03-19,Sick,Afternoon,L004
AT06969,S0394,2025-01-01,Leave,Night,L001
AT06970,S0381,2024-06-05,Absent,Night,L004
AT06971,S0373,2025-01-07,Leave,Morning,L004
AT06972,S0168,2024-06-03,Absent,Night,L005
AT06973,S0221,2024-12-02,Sick,Afternoon,L002
AT06974,S0244,2025-02-28,Sick,Night,L001
AT06975,S0034,2025-01-06,Absent,Morning,L002
AT06976,S0294,2025-02-07,Leave,Afternoon,L004
AT06977,S0450,2024-10-24,Present,Morning,L001
AT06978,S0229,2025-01-18,Absent,Morning,L002
AT06979,S0482,2024-10-10,Present,Night,L002
AT06980,S0339,2024-06-09,Sick,Afternoon,L002
AT06981,S0114,2024-09-12,Sick,Morning,L003
AT06982,S0038,2024-07-27,Present,Night,L003
AT06983,S0169,2024-10-14,Leave,Morning,L002
AT06984,S0418,2025-03-10,Leave,Morning,L004
AT06985,S0458,2025-02-22,Leave,Night,L002
AT06986,S0385,2024-09-23,Sick,Morning,L003
AT06987,S0465,2025-04-18,Sick,Morning,L005
AT06988,S0043,2024-06-22,Sick,Morning,L003
AT06989,S0345,2024-09-11,Sick,Afternoon,L002
AT06990,S0101,2024-11-18,Leave,Morning,L001
AT06991,S0115,2025-03-14,Sick,Morning,L004
AT06992,S0267,2024-08-10,Absent,Night,L003
AT06993,S0430,2025-02-11,Absent,Night,L004
AT06994,S0255,2025-01-06,Sick,Night,L003
AT06995,S0480,2024-08-07,Absent,Afternoon,L004
AT06996,S0108,2024-12-10,Sick,Afternoon,L003
AT06997,S0121,2024-12-04,Absent,Afternoon,L005
AT06998,S0377,2025-02-27,Sick,Night,L004
AT06999,S0284,2024-05-24,Sick,Night,L001
AT07000,S0422,2025-02-24,Sick,Night,L005
AT07001,S0087,2025-01-13,Absent,Night,L001
AT07002,S0199,2024-09-24,Leave,Night,L002
AT07003,S0156,2025-02-03,Sick,Afternoon,L001
AT07004,S0217,2024-05-19,Absent,Afternoon,L002
AT07005,S0430,2024-08-11,Leave,Morning,L004
AT07006,S0142,2024-10-14,Absent,Morning,L002
AT07007,S0498,2024-12-20,Present,Morning,L001
AT07008,S0100,2024-08-18,Present,Morning,L001
AT07009,S0187,2025-02-01,Absent,Afternoon,L001
AT07010,S0428,2024-11-07,Present,Morning,L003
AT07011,S0281,2024-06-05,Absent,Afternoon,L002
AT07012,S0068,2024-06-17,Sick,Night,L004
AT07013,S0379,2025-02-16,Present,Night,L001
AT07014,S0362,2024-10-24,Sick,Night,L003
AT07015,S0270,2025-02-10,Sick,Morning,L001
AT07016,S0384,2024-06-09,Sick,Night,L005
AT07017,S0432,2024-09-08,Absent,Night,L002
AT07018,S0083,2025-01-22,Leave,Night,L005
AT07019,S0308,2024-11-10,Present,Night,L002
AT07020,S0043,2024-12-17,Present,Morning,L005
AT07021,S0480,2025-03-05,Sick,Afternoon,L001
AT07022,S0415,2024-08-12,Present,Morning,L001
AT07023,S0344,2025-02-15,Absent,Morning,L005
AT07024,S0478,2024-09-20,Sick,Afternoon,L002
AT07025,S0307,2024-09-18,Sick,Night,L005
AT07026,S0330,2024-07-27,Leave,Night,L002
AT07027,S0275,2025-03-30,Absent,Morning,L001
AT07028,S0013,2025-01-25,Leave,Morning,L001
AT07029,S0317,2024-05-27,Present,Morning,L003
AT07030,S0467,2024-09-06,Present,Morning,L005
AT07031,S0067,2024-06-06,Leave,Afternoon,L001
AT07032,S0483,2024-10-17,Present,Night,L002
AT07033,S0298,2024-10-14,Present,Night,L005
AT07034,S0430,2024-07-24,Absent,Night,L005
AT07035,S0217,2025-03-03,Present,Morning,L003
AT07036,S0399,2025-01-24,Present,Afternoon,L001
AT07037,S0046,2024-10-25,Absent,Night,L002
AT07038,S0348,2024-05-10,Leave,Afternoon,L002
AT07039,S0040,2025-01-20,Leave,Night,L003
AT07040,S0103,2025-01-26,Leave,Afternoon,L001
AT07041,S0253,2025-02-27,Sick,Night,L001
AT07042,S0003,2024-11-12,Present,Morning,L004
AT07043,S0368,2025-02-17,Leave,Night,L001
AT07044,S0132,2025-01-27,Absent,Morning,L002
AT07045,S0305,2024-05-13,Present,Night,L004
AT07046,S0045,2024-06-30,Leave,Night,L004
AT07047,S0253,2025-03-07,Present,Night,L004
AT07048,S0172,2024-05-25,Leave,Night,L005
AT07049,S0094,2024-05-18,Leave,Afternoon,L004
AT07050,S0475,2024-06-25,Absent,Night,L001
AT07051,S0443,2025-02-24,Absent,Night,L004
AT07052,S0133,2024-11-11,Leave,Night,L005
AT07053,S0321,2024-06-18,Present,Morning,L002
AT07054,S0065,2024-05-01,Sick,Night,L004
AT07055,S0090,2024-10-21,Sick,Morning,L003
AT07056,S0026,2024-07-21,Present,Night,L001
AT07057,S0312,2024-11-06,Leave,Night,L002
AT07058,S0380,2024-04-25,Absent,Night,L001
AT07059,S0100,2024-06-01,Sick,Night,L005
AT07060,S0026,2024-11-09,Absent,Afternoon,L004
AT07061,S0429,2024-06-05,Absent,Night,L002
AT07062,S0269,2024-11-15,Absent,Afternoon,L002
AT07063,S0499,2024-07-23,Absent,Afternoon,L002
AT07064,S0232,2024-06-15,Absent,Afternoon,L002
AT07065,S0220,2024-06-30,Present,Afternoon,L005
AT07066,S0387,2024-10-02,Absent,Morning,L002
AT07067,S0086,2024-09-06,Present,Morning,L001
AT07068,S0124,2025-02-26,Present,Morning,L001
AT07069,S0375,2024-06-09,Leave,Morning,L005
AT07070,S0339,2025-01-12,Present,Afternoon,L001
AT07071,S0270,2024-10-03,Leave,Night,L005
AT07072,S0112,2025-04-21,Present,Morning,L003
AT07073,S0220,2024-07-07,Leave,Night,L001
AT07074,S0170,2024-12-13,Absent,Night,L001
AT07075,S0440,2024-05-07,Leave,Morning,L003
AT07076,S0390,2025-01-27,Sick,Morning,L004
AT07077,S0291,2025-04-03,Sick,Night,L004
AT07078,S0152,2025-01-28,Sick,Morning,L002
AT07079,S0217,2024-08-30,Present,Morning,L001
AT07080,S0409,2025-01-11,Present,Night,L005
AT07081,S0204,2024-06-23,Sick,Afternoon,L005
AT07082,S0031,2024-10-02,Absent,Morning,L001
AT07083,S0096,2024-10-24,Leave,Night,L005
AT07084,S0284,2024-06-24,Absent,Night,L003
AT07085,S0026,2024-06-08,Sick,Morning,L005
AT07086,S0284,2024-08-19,Absent,Morning,L001
AT07087,S0396,2024-12-15,Sick,Morning,L003
AT07088,S0359,2024-08-08,Present,Afternoon,L002
AT07089,S0063,2024-12-16,Sick,Afternoon,L004
AT07090,S0309,2024-09-26,Leave,Night,L003
AT07091,S0434,2024-11-29,Absent,Night,L004
AT07092,S0341,2024-05-09,Sick,Afternoon,L002
AT07093,S0082,2025-01-11,Present,Morning,L005
AT07094,S0433,2025-02-12,Absent,Morning,L004
AT07095,S0172,2024-11-13,Absent,Night,L003
AT07096,S0396,2024-11-23,Leave,Morning,L004
AT07097,S0390,2024-05-15,Present,Morning,L002
AT07098,S0040,2024-09-11,Absent,Morning,L005
AT07099,S0424,2025-01-06,Present,Night,L001
AT07100,S0388,2024-10-24,Leave,Night,L001
AT07101,S0443,2024-09-21,Absent,Morning,L003
AT07102,S0438,2024-10-31,Absent,Night,L005
AT07103,S0419,2024-10-25,Leave,Night,L003
AT07104,S0405,2024-05-14,Leave,Night,L001
AT07105,S0355,2024-10-18,Absent,Night,L002
AT07106,S0008,2024-11-15,Present,Night,L004
AT07107,S0020,2024-09-09,Absent,Night,L002
AT07108,S0206,2024-12-22,Sick,Night,L001
AT07109,S0192,2024-09-30,Leave,Morning,L001
AT07110,S0274,2025-03-13,Present,Night,L004
AT07111,S0469,2024-05-05,Sick,Night,L004
AT07112,S0490,2024-06-18,Present,Morning,L002
AT07113,S0268,2024-09-22,Leave,Afternoon,L002
AT07114,S0271,2024-09-01,Leave,Afternoon,L004
AT07115,S0121,2024-05-09,Present,Morning,L001
AT07116,S0371,2024-10-12,Present,Night,L002
AT07117,S0022,2024-04-27,Absent,Afternoon,L001
AT07118,S0309,2024-09-23,Present,Morning,L004
AT07119,S0426,2025-02-25,Present,Afternoon,L005
AT07120,S0122,2025-04-04,Sick,Night,L005
AT07121,S0227,2025-03-09,Present,Morning,L005
AT07122,S0494,2024-07-22,Present,Afternoon,L005
AT07123,S0473,2024-05-14,Absent,Morning,L002
AT07124,S0210,2025-04-21,Leave,Night,L003
AT07125,S0339,2024-12-30,Absent,Morning,L001
AT07126,S0005,2024-07-17,Sick,Afternoon,L003
AT07127,S0210,2024-05-08,Leave,Night,L004
AT07128,S0266,2025-03-09,Absent,Morning,L004
AT07129,S0378,2024-06-08,Absent,Morning,L004
AT07130,S0063,2024-12-03,Present,Night,L003
AT07131,S0379,2024-08-09,Present,Night,L005
AT07132,S0438,2024-10-17,Present,Morning,L002
AT07133,S0369,2024-10-11,Present,Afternoon,L002
AT07134,S0418,2024-05-27,Absent,Morning,L002
AT07135,S0313,2024-11-14,Leave,Night,L003
AT07136,S0132,2024-09-10,Absent,Afternoon,L004
AT07137,S0482,2025-02-12,Sick,Afternoon,L003
AT07138,S0065,2025-01-10,Present,Morning,L004
AT07139,S0495,2025-04-04,Sick,Morning,L003
AT07140,S0032,2024-09-12,Present,Morning,L001
AT07141,S0220,2025-03-04,Present,Afternoon,L001
AT07142,S0409,2025-01-05,Present,Morning,L004
AT07143,S0166,2025-01-02,Present,Night,L005
AT07144,S0001,2024-12-07,Sick,Night,L004
AT07145,S0347,2025-02-20,Absent,Night,L001
AT07146,S0469,2024-06-09,Leave,Night,L004
AT07147,S0186,2024-07-07,Absent,Afternoon,L005
AT07148,S0263,2024-12-30,Leave,Night,L002
AT07149,S0373,2025-01-11,Present,Afternoon,L004
AT07150,S0264,2024-11-24,Present,Night,L005
AT07151,S0345,2024-11-10,Present,Night,L003
AT07152,S0100,2024-05-14,Sick,Night,L004
AT07153,S0027,2024-12-01,Leave,Night,L005
AT07154,S0230,2025-04-03,Present,Morning,L004
AT07155,S0050,2025-01-21,Sick,Afternoon,L005
AT07156,S0320,2025-02-20,Present,Night,L005
AT07157,S0334,2024-10-26,Leave,Morning,L004
AT07158,S0370,2025-02-25,Absent,Night,L003
AT07159,S0498,2025-01-05,Leave,Afternoon,L004
AT07160,S0139,2024-12-14,Absent,Night,L004
AT07161,S0265,2025-04-15,Leave,Night,L001
AT07162,S0039,2024-07-05,Leave,Afternoon,L002
AT07163,S0334,2024-09-02,Leave,Morning,L001
AT07164,S0202,2025-01-24,Present,Night,L005
AT07165,S0418,2024-12-16,Leave,Night,L001
AT07166,S0135,2024-06-14,Absent,Morning,L004
AT07167,S0009,2025-02-05,Leave,Night,L005
AT07168,S0106,2024-12-05,Absent,Afternoon,L002
AT07169,S0210,2025-03-14,Present,Night,L002
AT07170,S0320,2024-10-30,Absent,Morning,L001
AT07171,S0278,2024-12-23,Present,Night,L004
AT07172,S0045,2025-02-20,Leave,Night,L005
AT07173,S0252,2025-02-03,Leave,Afternoon,L003
AT07174,S0372,2024-11-26,Absent,Night,L002
AT07175,S0146,2024-04-26,Sick,Morning,L003
AT07176,S0262,2024-06-21,Sick,Night,L004
AT07177,S0110,2024-04-24,Absent,Afternoon,L005
AT07178,S0213,2025-01-03,Leave,Afternoon,L004
AT07179,S0316,2024-06-06,Absent,Morning,L002
AT07180,S0084,2024-12-11,Absent,Morning,L002
AT07181,S0295,2025-01-22,Present,Afternoon,L004
AT07182,S0451,2024-11-06,Leave,Night,L005
AT07183,S0276,2025-04-04,Sick,Morning,L004
