Hike_ID,Staff_ID,Hike_Date,Previous_Salary,New_Salary,Reason,Location_ID
H0441,S0413,2021-04-22,152483,182228,Performance Bonus,L004
H0442,S0259,2020-05-03,119072,126846,Cost of Living Adjustment,L003
H0443,S0332,2023-08-06,49496,59059,Annual Review,L003
H0444,S0056,2024-07-17,174633,188178,Promotion,L002
H0445,S0205,2024-07-27,52831,59442,Promotion,L003
H0446,S0097,2021-08-07,53947,61206,Promotion,L004
H0447,S0021,2024-10-04,143467,160842,Annual Review,L001
H0448,S0398,2020-09-25,98614,113008,Cost of Living Adjustment,L005
H0449,S0196,2020-11-20,86693,102040,Annual Review,L003
H0450,S0369,2023-10-28,76275,85998,Promotion,L004
H0451,S0061,2023-12-04,132639,148470,Annual Review,L004
H0452,S0078,2022-06-26,28494,30301,Annual Review,L002
H0453,S0247,2022-05-04,63836,75875,Performance Bonus,L005
H0454,S0174,2021-06-11,170403,204279,Annual Review,L005
H0455,S0093,2024-07-14,158077,188205,Promotion,L002
H0456,S0189,2022-03-31,129355,147221,Performance Bonus,L004
H0457,S0252,2023-04-01,142199,165879,Promotion,L001
H0458,S0461,2021-12-18,163321,176344,Annual Review,L004
H0459,S0001,2023-03-16,31840,37643,Promotion,L002
H0460,S0397,2021-07-18,140777,151928,Promotion,L002
H0461,S0313,2022-02-04,173693,194230,Cost of Living Adjustment,L004
H0462,S0464,2020-05-12,42618,46517,Cost of Living Adjustment,L002
H0463,S0101,2021-10-10,139136,159914,Promotion,L002
H0464,S0372,2021-07-23,150757,180711,Cost of Living Adjustment,L003
H0465,S0025,2024-03-31,107317,120888,Performance Bonus,L003
H0466,S0235,2020-07-09,175406,186498,Performance Bonus,L005
H0467,S0044,2023-03-17,78938,93587,Promotion,L004
H0468,S0229,2024-08-21,137049,155805,Promotion,L001
H0469,S0027,2024-06-02,180622,192460,Cost of Living Adjustment,L002
H0470,S0319,2024-08-23,135499,155586,Promotion,L004
H0471,S0255,2022-05-25,189235,221815,Promotion,L002
H0472,S0221,2020-12-15,41363,49349,Annual Review,L002
H0473,S0037,2024-05-05,116001,131309,Cost of Living Adjustment,L005
H0474,S0269,2021-06-15,38821,44545,Annual Review,L003
H0475,S0353,2021-04-10,55812,60685,Promotion,L001
H0476,S0357,2025-02-14,113652,132634,Annual Review,L003
H0477,S0473,2022-10-06,134473,145771,Annual Review,L002
H0478,S0299,2024-12-05,104551,125381,Performance Bonus,L001
H0479,S0170,2020-10-28,69425,73732,Performance Bonus,L005
H0480,S0109,2020-11-22,44353,48792,Annual Review,L001
H0481,S0023,2022-06-24,139287,155649,Annual Review,L005
H0482,S0066,2023-09-24,121353,141848,Performance Bonus,L003
H0483,S0134,2024-07-24,70580,84238,Annual Review,L003
H0484,S0401,2021-03-26,68029,79766,Cost of Living Adjustment,L004
H0485,S0114,2021-06-14,28061,31266,Cost of Living Adjustment,L001
H0486,S0340,2022-11-24,135921,146221,Cost of Living Adjustment,L002
H0487,S0190,2023-10-23,85222,101314,Promotion,L002
H0488,S0280,2024-09-04,97891,116090,Cost of Living Adjustment,L004
H0489,S0464,2022-03-21,102985,118261,Cost of Living Adjustment,L003
H0490,S0361,2023-12-02,33513,37939,Annual Review,L002
H0491,S0114,2021-10-29,39876,42101,Annual Review,L005
H0492,S0486,2022-10-23,164185,175767,Annual Review,L002
H0493,S0480,2023-01-07,154522,171283,Promotion,L002
H0494,S0031,2020-05-15,146811,155676,Annual Review,L001
H0495,S0235,2021-11-23,189120,201420,Promotion,L004
H0496,S0188,2021-01-20,40168,42493,Annual Review,L003
H0497,S0142,2024-10-26,129855,147323,Promotion,L001
H0498,S0403,2022-02-20,26305,27896,Promotion,L001
H0499,S0378,2020-11-26,42711,45004,Cost of Living Adjustment,L001
H0500,S0086,2024-01-24,148167,169902,Performance Bonus,L005
H0501,S0133,2023-05-04,179748,206451,Performance Bonus,L001
H0502,S0006,2024-05-18,69746,77059,Performance Bonus,L001
H0503,S0296,2023-08-26,62935,69019,Cost of Living Adjustment,L003
H0504,S0233,2023-12-04,139166,147998,Promotion,L003
H0505,S0317,2024-11-18,104603,125216,Promotion,L001
H0506,S0013,2021-06-07,32811,34966,Cost of Living Adjustment,L003
H0507,S0264,2023-06-11,69703,76894,Performance Bonus,L001
H0508,S0263,2022-05-24,114367,135451,Annual Review,L001
H0509,S0326,2021-05-12,91475,104729,Annual Review,L003
H0510,S0075,2021-05-20,51568,58129,Performance Bonus,L002
H0511,S0406,2022-01-29,167677,179766,Promotion,L005
H0512,S0178,2025-03-07,33165,39405,Promotion,L003
H0513,S0388,2024-09-24,146615,154777,Annual Review,L005
H0514,S0415,2022-05-18,85760,94410,Promotion,L002
H0515,S0133,2020-11-10,160411,186417,Annual Review,L002
H0516,S0172,2023-11-13,27709,32417,Performance Bonus,L001
H0517,S0402,2023-10-17,54043,56869,Cost of Living Adjustment,L003
H0518,S0454,2021-07-06,175951,209846,Annual Review,L003
H0519,S0199,2023-12-20,36038,43075,Performance Bonus,L004
H0520,S0073,2024-10-26,28190,31904,Promotion,L002
H0521,S0222,2023-08-22,154945,164054,Performance Bonus,L002
H0522,S0206,2022-10-25,140848,148310,Cost of Living Adjustment,L005
H0523,S0402,2020-07-24,129982,148689,Promotion,L001
H0524,S0046,2023-04-17,65310,71878,Performance Bonus,L005
H0525,S0495,2024-01-01,118016,138342,Annual Review,L002
H0526,S0378,2020-06-09,114973,123520,Annual Review,L005
H0527,S0135,2023-09-19,139149,153767,Annual Review,L003
H0528,S0110,2023-02-12,110794,121897,Cost of Living Adjustment,L005
H0529,S0384,2024-03-15,120993,139164,Cost of Living Adjustment,L004
H0530,S0123,2023-10-01,27960,30453,Promotion,L001
H0531,S0474,2020-12-02,113854,131925,Cost of Living Adjustment,L002
H0532,S0077,2022-11-18,107378,123622,Promotion,L005
H0533,S0183,2021-03-25,176469,189815,Promotion,L005
H0534,S0389,2025-04-21,118293,135880,Performance Bonus,L003
H0535,S0147,2021-08-21,139663,161051,Performance Bonus,L004
H0536,S0160,2021-08-28,71684,78440,Performance Bonus,L003
H0537,S0072,2022-05-23,162435,183202,Performance Bonus,L004
H0538,S0443,2022-10-28,81806,92888,Annual Review,L002
H0539,S0357,2024-08-23,50540,58466,Cost of Living Adjustment,L001
H0540,S0480,2022-03-15,145074,160364,Cost of Living Adjustment,L003
H0541,S0329,2022-03-06,127108,138736,Performance Bonus,L001
H0542,S0004,2023-11-16,60735,69761,Performance Bonus,L002
H0543,S0318,2024-12-15,51145,56711,Promotion,L005
H0544,S0391,2022-12-05,135529,162577,Cost of Living Adjustment,L001
H0545,S0073,2020-07-03,93849,100736,Performance Bonus,L005
H0546,S0029,2022-08-12,39230,44104,Annual Review,L003
H0547,S0126,2023-10-27,167537,195966,Cost of Living Adjustment,L003
H0548,S0365,2021-05-13,175347,198937,Cost of Living Adjustment,L003
H0549,S0427,2022-11-10,117745,136259,Performance Bonus,L001
H0550,S0114,2024-04-20,138315,153296,Performance Bonus,L004
H0551,S0160,2024-05-28,43058,45738,Promotion,L003
H0552,S0195,2023-11-08,152141,162857,Promotion,L003
H0553,S0052,2020-11-23,56014,66414,Promotion,L004
H0554,S0271,2025-02-03,59460,64971,Promotion,L001
H0555,S0260,2020-05-19,150830,161745,Promotion,L003
H0556,S0127,2020-08-15,78622,83567,Promotion,L001
H0557,S0263,2024-08-11,140439,152993,Promotion,L005
H0558,S0195,2020-12-16,54399,64564,Performance Bonus,L005
H0559,S0167,2023-03-07,160142,178974,Promotion,L002
H0560,S0107,2024-02-28,26722,31751,Promotion,L002
H0561,S0290,2021-04-27,136998,149497,Performance Bonus,L002
H0562,S0228,2023-11-02,54408,61058,Annual Review,L001
H0563,S0365,2021-03-23,83518,93462,Annual Review,L001
H0564,S0300,2022-12-24,133979,156025,Performance Bonus,L005
H0565,S0200,2020-11-01,36944,40302,Annual Review,L004
H0566,S0124,2023-08-29,54356,61221,Promotion,L005
H0567,S0149,2020-08-27,113888,133477,Cost of Living Adjustment,L002
H0568,S0259,2020-09-21,139371,147607,Cost of Living Adjustment,L001
H0569,S0140,2022-06-11,78848,91078,Performance Bonus,L003
H0570,S0085,2023-04-24,86091,99175,Annual Review,L001
H0571,S0114,2021-05-31,120102,137895,Promotion,L001
H0572,S0143,2023-12-04,45090,49454,Cost of Living Adjustment,L002
H0573,S0139,2025-04-20,158320,186518,Promotion,L005
H0574,S0039,2020-06-25,185282,221631,Performance Bonus,L002
H0575,S0420,2023-07-19,88533,105753,Cost of Living Adjustment,L001
H0576,S0098,2020-07-07,99734,117544,Cost of Living Adjustment,L001
H0577,S0090,2025-03-06,111013,123866,Cost of Living Adjustment,L004
H0578,S0480,2020-07-20,43114,50602,Annual Review,L003
H0579,S0105,2024-02-02,92850,104327,Performance Bonus,L003
H0580,S0123,2022-09-06,25039,26795,Annual Review,L003
H0581,S0250,2021-09-12,161614,181517,Cost of Living Adjustment,L005
H0582,S0387,2024-03-29,147785,162747,Annual Review,L005
H0583,S0311,2022-09-10,167828,189229,Cost of Living Adjustment,L003
H0584,S0100,2022-08-28,128710,145591,Promotion,L004
H0585,S0137,2022-10-31,134035,146419,Promotion,L001
H0586,S0379,2022-01-07,59028,70728,Annual Review,L005
H0587,S0330,2021-01-16,36082,41811,Promotion,L005
H0588,S0371,2024-07-03,87407,98524,Cost of Living Adjustment,L003
H0589,S0313,2023-05-17,88749,96803,Performance Bonus,L004
H0590,S0219,2020-08-13,91051,96174,Cost of Living Adjustment,L005
H0591,S0466,2024-11-30,78931,86228,Annual Review,L003
H0592,S0207,2020-08-18,80720,86813,Annual Review,L002
H0593,S0428,2021-03-09,130948,150632,Annual Review,L004
H0594,S0398,2021-10-26,79471,86413,Cost of Living Adjustment,L005
H0595,S0392,2022-10-02,59901,64974,Annual Review,L001
H0596,S0063,2023-01-23,65045,68910,Promotion,L004
H0597,S0097,2020-06-14,178198,198231,Cost of Living Adjustment,L001
H0598,S0463,2023-07-26,130800,145659,Performance Bonus,L001
H0599,S0138,2024-08-30,90901,101457,Promotion,L003
H0600,S0316,2024-02-05,181468,205784,Performance Bonus,L004
H0601,S0152,2024-08-15,113492,121309,Promotion,L001
H0602,S0069,2025-02-28,65825,71941,Performance Bonus,L005
H0603,S0357,2021-01-02,153478,166528,Promotion,L005
H0604,S0115,2023-08-06,28775,33147,Cost of Living Adjustment,L001
H0605,S0025,2022-06-17,114940,122477,Annual Review,L002
H0606,S0303,2020-11-17,148372,162405,Annual Review,L004
H0607,S0231,2020-07-06,83090,89870,Promotion,L001
H0608,S0148,2021-01-07,42833,48008,Annual Review,L005
H0609,S0158,2023-05-17,79693,91663,Annual Review,L004
H0610,S0373,2022-04-06,88136,97794,Promotion,L004
H0611,S0381,2025-01-02,173087,197029,Annual Review,L003
H0612,S0469,2022-10-22,53363,61707,Promotion,L004
H0613,S0278,2023-08-19,83296,96203,Promotion,L001
H0614,S0255,2022-05-15,105039,113111,Cost of Living Adjustment,L004
H0615,S0498,2020-09-01,49535,58658,Cost of Living Adjustment,L003
H0616,S0326,2025-02-12,147596,162956,Annual Review,L003
H0617,S0012,2022-06-12,187949,210334,Annual Review,L001
H0618,S0029,2022-04-20,65157,77825,Cost of Living Adjustment,L003
H0619,S0298,2025-01-03,91871,106308,Promotion,L002
H0620,S0201,2021-12-28,94850,103824,Cost of Living Adjustment,L005
H0621,S0112,2023-12-21,28775,32942,Annual Review,L003
H0622,S0334,2025-02-21,126838,139484,Promotion,L002
H0623,S0086,2023-09-17,157585,172904,Performance Bonus,L005
H0624,S0117,2020-11-02,43457,46136,Cost of Living Adjustment,L003
H0625,S0443,2022-01-28,115683,131129,Performance Bonus,L004
H0626,S0230,2022-05-01,67659,74182,Annual Review,L002
H0627,S0089,2023-02-10,69935,81424,Promotion,L005
H0628,S0304,2023-01-05,110098,130190,Annual Review,L002
H0629,S0399,2025-03-05,140186,166482,Annual Review,L003
H0630,S0317,2020-11-05,135891,156172,Promotion,L004
H0631,S0161,2022-02-04,145428,161087,Performance Bonus,L003
H0632,S0449,2021-08-11,60249,67561,Performance Bonus,L003
H0633,S0290,2025-01-02,157814,182734,Cost of Living Adjustment,L004
H0634,S0058,2021-09-11,62625,70543,Performance Bonus,L004
H0635,S0111,2024-03-06,107218,124193,Performance Bonus,L002
H0636,S0330,2022-05-10,106218,124610,Cost of Living Adjustment,L005
H0637,S0191,2025-03-03,71332,80886,Cost of Living Adjustment,L001
H0638,S0227,2021-02-04,189772,207002,Cost of Living Adjustment,L005
H0639,S0488,2022-02-09,68279,75654,Performance Bonus,L004
H0640,S0173,2022-03-20,142630,161888,Cost of Living Adjustment,L003
H0641,S0004,2023-02-16,145011,170448,Performance Bonus,L003
H0642,S0402,2024-02-20,138311,164581,Annual Review,L001
H0643,S0156,2025-01-13,115144,134316,Performance Bonus,L002
H0644,S0490,2020-06-09,123557,142132,Annual Review,L005
H0645,S0281,2021-05-26,119441,136383,Cost of Living Adjustment,L002
H0646,S0500,2021-01-25,156222,173465,Promotion,L005
H0647,S0244,2025-01-28,104254,113738,Performance Bonus,L005
H0648,S0001,2023-10-21,144325,172916,Cost of Living Adjustment,L002
H0649,S0210,2023-11-07,173629,191539,Performance Bonus,L004
H0650,S0234,2024-02-09,78920,92099,Annual Review,L005
H0651,S0021,2022-01-31,177620,208747,Performance Bonus,L005
H0652,S0143,2024-05-05,94874,109213,Annual Review,L001
H0653,S0331,2022-02-04,108462,113898,Annual Review,L003
H0654,S0019,2024-06-16,70979,79457,Cost of Living Adjustment,L001
H0655,S0377,2022-06-17,78119,88945,Performance Bonus,L001
H0656,S0105,2023-01-01,179725,189350,Performance Bonus,L001
H0657,S0403,2022-06-24,93400,106819,Annual Review,L002
H0658,S0189,2025-01-17,47278,53646,Promotion,L003
H0659,S0336,2023-06-23,175072,188405,Annual Review,L004
H0660,S0070,2022-11-30,147241,174877,Annual Review,L001
H0661,S0481,2021-03-12,55160,59722,Performance Bonus,L005
H0662,S0141,2021-12-17,144145,160282,Promotion,L004
H0663,S0248,2021-01-29,46367,53169,Promotion,L001
H0664,S0137,2020-08-13,132881,144162,Annual Review,L003
H0665,S0399,2023-01-09,79860,90429,Annual Review,L005
H0666,S0103,2023-01-25,152787,169582,Performance Bonus,L002
H0667,S0075,2020-11-13,181782,216750,Performance Bonus,L004
H0668,S0232,2022-02-05,52087,60903,Annual Review,L003
H0669,S0164,2020-06-07,117272,134071,Cost of Living Adjustment,L005
H0670,S0189,2020-06-05,83111,87794,Promotion,L002
H0671,S0240,2022-12-05,63759,72349,Performance Bonus,L002
H0672,S0023,2020-11-15,63499,72510,Annual Review,L004
H0673,S0272,2021-12-27,58280,62291,Performance Bonus,L002
H0674,S0278,2022-10-08,186252,196199,Annual Review,L001
H0675,S0005,2022-03-05,103467,112299,Promotion,L001
H0676,S0186,2020-11-23,106406,120345,Cost of Living Adjustment,L001
H0677,S0107,2023-06-12,182694,203398,Promotion,L002
H0678,S0352,2020-11-26,104579,115136,Annual Review,L004
H0679,S0134,2025-04-25,118159,141642,Cost of Living Adjustment,L002
H0680,S0223,2022-12-19,63004,70972,Performance Bonus,L002
H0681,S0040,2022-06-14,46844,54502,Annual Review,L003
H0682,S0472,2024-06-29,164987,182725,Annual Review,L001
H0683,S0359,2021-01-21,77644,93045,Performance Bonus,L004
H0684,S0300,2021-12-11,105474,123258,Cost of Living Adjustment,L001
H0685,S0360,2021-07-27,181680,190971,Promotion,L002
H0686,S0323,2022-04-29,56561,65517,Annual Review,L004
H0687,S0252,2023-05-07,46575,51461,Cost of Living Adjustment,L005
H0688,S0450,2024-05-06,89452,95814,Annual Review,L001
H0689,S0328,2023-09-05,149787,177547,Annual Review,L001
H0690,S0324,2022-06-27,73461,86347,Performance Bonus,L001
H0691,S0120,2022-08-21,101971,108807,Annual Review,L002
H0692,S0094,2021-09-05,93728,109319,Cost of Living Adjustment,L004
H0693,S0023,2021-03-07,105351,125505,Performance Bonus,L001
H0694,S0232,2021-06-16,86963,99506,Promotion,L002
H0695,S0124,2021-08-12,81020,89265,Promotion,L001
H0696,S0415,2023-09-14,175444,201352,Cost of Living Adjustment,L002
H0697,S0200,2021-11-03,106295,119332,Annual Review,L004
H0698,S0497,2021-05-30,78844,90884,Annual Review,L004
H0699,S0450,2024-03-20,146712,171068,Promotion,L002
H0700,S0253,2024-02-12,104582,120729,Annual Review,L004
H0701,S0344,2024-06-04,181686,192295,Cost of Living Adjustment,L005
H0702,S0312,2021-01-15,101315,113255,Cost of Living Adjustment,L002
H0703,S0176,2020-10-08,95648,102177,Annual Review,L005
H0704,S0337,2023-07-26,181681,198890,Cost of Living Adjustment,L003
H0705,S0392,2020-07-25,110633,125812,Cost of Living Adjustment,L002
H0706,S0214,2021-05-28,134872,155114,Cost of Living Adjustment,L003
H0707,S0339,2022-02-21,119850,133826,Performance Bonus,L004
H0708,S0094,2025-04-05,81991,93534,Annual Review,L002
H0709,S0473,2023-09-07,41655,45799,Promotion,L004
H0710,S0212,2021-06-27,188145,225757,Cost of Living Adjustment,L001
H0711,S0060,2024-07-06,175281,199538,Cost of Living Adjustment,L001
H0712,S0304,2022-05-08,41746,45846,Promotion,L001
H0713,S0119,2023-05-14,76850,88490,Annual Review,L003
H0714,S0393,2020-10-11,94426,102416,Promotion,L002
H0715,S0235,2024-03-24,34052,40066,Cost of Living Adjustment,L003
H0716,S0168,2020-11-14,169154,197187,Promotion,L002
H0717,S0011,2024-03-01,119355,133207,Cost of Living Adjustment,L003
H0718,S0102,2024-08-09,123307,134680,Annual Review,L003
H0719,S0364,2024-05-13,31464,35092,Promotion,L001
H0720,S0120,2023-08-08,150558,176767,Cost of Living Adjustment,L005
H0721,S0389,2021-10-22,170133,201802,Annual Review,L004
H0722,S0238,2022-03-19,57936,65359,Performance Bonus,L002
H0723,S0276,2022-06-14,136400,162650,Promotion,L003
H0724,S0489,2021-06-08,129154,141249,Performance Bonus,L004
H0725,S0064,2022-06-15,74841,84769,Annual Review,L005
H0726,S0202,2024-11-04,176563,203085,Promotion,L002
H0727,S0195,2021-04-11,120748,128995,Performance Bonus,L005
H0728,S0376,2022-07-10,132275,158113,Performance Bonus,L001
H0729,S0330,2023-01-11,75652,87241,Performance Bonus,L001
H0730,S0342,2021-05-03,57077,67966,Promotion,L005
H0731,S0185,2020-08-18,74633,85883,Performance Bonus,L005
H0732,S0058,2022-09-05,66528,72702,Cost of Living Adjustment,L002
H0733,S0100,2021-11-30,70126,83868,Promotion,L003
H0734,S0376,2024-12-14,150663,179867,Promotion,L002
H0735,S0273,2021-11-28,48019,57569,Promotion,L001
H0736,S0260,2020-10-04,151467,163844,Performance Bonus,L002
H0737,S0178,2025-01-02,115013,135588,Performance Bonus,L005
H0738,S0048,2023-05-13,87864,99281,Annual Review,L005
H0739,S0420,2021-06-01,79623,84993,Cost of Living Adjustment,L004
H0740,S0285,2024-10-05,163238,180708,Cost of Living Adjustment,L003
H0741,S0020,2021-09-19,128058,147136,Annual Review,L003
H0742,S0010,2024-05-30,173418,200380,Cost of Living Adjustment,L005
H0743,S0338,2022-11-05,51841,55052,Performance Bonus,L005
H0744,S0317,2025-03-27,168900,196178,Promotion,L003
H0745,S0337,2021-06-19,108242,124088,Promotion,L004
H0746,S0001,2021-02-10,30982,32943,Performance Bonus,L002
H0747,S0434,2022-04-16,138038,154520,Promotion,L003
H0748,S0481,2021-10-26,159253,188861,Performance Bonus,L002
H0749,S0116,2020-06-14,150811,174975,Annual Review,L004
H0750,S0143,2020-08-13,37510,44751,Performance Bonus,L002
H0751,S0445,2023-02-20,155664,176963,Promotion,L004
H0752,S0244,2023-01-30,136322,156145,Annual Review,L005
H0753,S0475,2020-05-08,172313,192209,Cost of Living Adjustment,L003
H0754,S0171,2023-08-31,127390,134531,Promotion,L005
H0755,S0250,2023-08-23,134858,151389,Promotion,L003
H0756,S0109,2024-06-08,45724,51932,Performance Bonus,L003
H0757,S0171,2024-10-01,164730,181393,Promotion,L002
H0758,S0008,2022-06-02,149447,157518,Promotion,L002
H0759,S0046,2022-03-07,70678,80765,Annual Review,L001
H0760,S0030,2022-12-23,146850,164847,Annual Review,L004
H0761,S0045,2022-10-22,45736,52651,Annual Review,L005
H0762,S0237,2022-02-11,136955,158078,Promotion,L002
H0763,S0062,2021-03-24,76519,82978,Performance Bonus,L002
H0764,S0338,2023-11-20,118966,132666,Cost of Living Adjustment,L005
H0765,S0416,2022-03-30,165260,184911,Cost of Living Adjustment,L001
H0766,S0436,2024-01-12,42566,50105,Cost of Living Adjustment,L005
H0767,S0128,2020-09-17,100453,114222,Cost of Living Adjustment,L001
H0768,S0313,2020-07-18,98710,111403,Annual Review,L002
H0769,S0165,2025-04-22,159440,183762,Annual Review,L003
H0770,S0142,2022-03-26,117382,135306,Cost of Living Adjustment,L005
H0771,S0487,2021-01-06,99215,107316,Annual Review,L001
H0772,S0352,2022-10-30,100729,118230,Cost of Living Adjustment,L004
H0773,S0245,2022-06-07,47668,56240,Annual Review,L001
H0774,S0464,2024-06-21,102106,121216,Performance Bonus,L002
H0775,S0341,2020-08-04,173892,198334,Performance Bonus,L003
H0776,S0191,2024-03-27,88909,98988,Cost of Living Adjustment,L004
H0777,S0467,2020-06-28,98263,106367,Annual Review,L002
H0778,S0404,2023-07-24,75818,82121,Cost of Living Adjustment,L002
H0779,S0474,2022-05-10,70186,80189,Promotion,L004
H0780,S0122,2023-04-21,42068,45891,Promotion,L001
H0781,S0361,2024-02-19,35884,39886,Promotion,L001
H0782,S0257,2023-03-31,104218,111283,Cost of Living Adjustment,L002
H0783,S0346,2024-09-09,35191,41422,Promotion,L005
H0784,S0307,2021-09-09,179066,207230,Annual Review,L002
H0785,S0350,2022-04-03,179122,197303,Cost of Living Adjustment,L002
H0786,S0049,2021-04-10,168415,200013,Performance Bonus,L004
H0787,S0176,2023-06-10,47716,54360,Promotion,L005
H0788,S0361,2024-05-16,103463,112959,Annual Review,L005
H0789,S0331,2022-03-28,31447,34088,Cost of Living Adjustment,L003
H0790,S0186,2024-06-23,146256,162470,Annual Review,L003
H0791,S0134,2024-12-26,103542,121593,Performance Bonus,L002
H0792,S0315,2020-06-12,117304,127778,Annual Review,L002
H0793,S0239,2020-08-04,74240,84099,Promotion,L001
H0794,S0170,2023-10-28,186655,207456,Annual Review,L004
H0795,S0165,2023-05-16,151609,165515,Annual Review,L001
H0796,S0023,2021-09-25,30041,32263,Cost of Living Adjustment,L004
H0797,S0115,2025-02-22,111879,123712,Performance Bonus,L004
H0798,S0367,2021-10-08,94229,101794,Annual Review,L002
H0799,S0040,2024-07-04,127547,137170,Annual Review,L004
H0800,S0124,2020-07-28,34650,36560,Annual Review,L001
H0801,S0241,2022-02-12,65302,74237,Promotion,L003
H0802,S0044,2021-04-11,27258,29608,Cost of Living Adjustment,L003
H0803,S0394,2023-07-23,43640,51715,Performance Bonus,L002
H0804,S0410,2025-03-28,90545,99990,Performance Bonus,L002
H0805,S0003,2021-12-17,188981,211109,Performance Bonus,L003
H0806,S0365,2022-12-30,33676,38782,Performance Bonus,L001
H0807,S0080,2021-03-03,164540,181009,Annual Review,L004
H0808,S0127,2021-05-12,128821,143095,Promotion,L005
H0809,S0144,2023-04-09,115523,127285,Performance Bonus,L001
H0810,S0300,2022-05-29,106462,127393,Performance Bonus,L003
H0811,S0396,2023-07-05,134168,146228,Promotion,L004
H0812,S0186,2023-05-09,45663,49299,Performance Bonus,L001
H0813,S0357,2025-01-11,104379,115921,Annual Review,L002
H0814,S0139,2021-03-29,56145,64717,Performance Bonus,L003
H0815,S0101,2020-08-15,45912,49379,Cost of Living Adjustment,L004
H0816,S0263,2023-08-12,125123,134513,Cost of Living Adjustment,L005
H0817,S0189,2021-10-25,82766,98213,Performance Bonus,L005
H0818,S0138,2021-04-14,180187,208878,Performance Bonus,L005
H0819,S0083,2025-04-17,95972,108008,Annual Review,L001
H0820,S0388,2023-12-28,154546,169542,Annual Review,L003
H0821,S0039,2023-05-04,138384,159437,Performance Bonus,L001
H0822,S0037,2024-11-27,170931,203147,Cost of Living Adjustment,L003
H0823,S0005,2020-11-04,170524,202745,Annual Review,L005
H0824,S0200,2023-04-13,74749,89182,Annual Review,L001
H0825,S0105,2020-05-25,83150,93358,Cost of Living Adjustment,L002
H0826,S0128,2022-05-24,98454,113835,Promotion,L004
H0827,S0179,2024-05-12,59412,67363,Cost of Living Adjustment,L002
H0828,S0435,2021-07-04,60514,72285,Annual Review,L005
H0829,S0339,2021-01-31,137429,162380,Promotion,L001
H0830,S0004,2023-04-23,57728,61886,Cost of Living Adjustment,L002
H0831,S0390,2022-11-29,72488,86278,Performance Bonus,L004
H0832,S0312,2025-03-08,90787,97785,Performance Bonus,L001
H0833,S0332,2022-10-11,92176,107103,Annual Review,L003
H0834,S0359,2022-02-13,132673,142315,Promotion,L004
H0835,S0132,2022-02-09,142973,160269,Promotion,L003
H0836,S0164,2022-09-21,141462,165729,Promotion,L002
H0837,S0315,2024-09-24,25398,27485,Promotion,L003
H0838,S0194,2020-05-25,175590,195904,Promotion,L005
H0839,S0391,2022-04-28,109381,130376,Performance Bonus,L003
H0840,S0378,2024-02-24,139118,160241,Cost of Living Adjustment,L005
H0841,S0497,2024-09-29,105334,113455,Performance Bonus,L004
H0842,S0392,2021-09-18,95406,113382,Annual Review,L002
H0843,S0360,2022-05-10,89641,102739,Cost of Living Adjustment,L004
H0844,S0221,2022-12-26,165133,190548,Performance Bonus,L003
H0845,S0191,2023-08-24,59242,65533,Performance Bonus,L001
H0846,S0439,2020-10-24,35731,37896,Performance Bonus,L001
H0847,S0255,2022-12-25,105939,121577,Cost of Living Adjustment,L005
H0848,S0421,2021-05-23,34451,38461,Promotion,L005
H0849,S0362,2023-10-15,126995,145057,Promotion,L001
H0850,S0014,2024-03-12,89056,97896,Performance Bonus,L001
H0851,S0380,2022-05-11,155421,174596,Performance Bonus,L005
H0852,S0293,2022-09-29,170731,200030,Cost of Living Adjustment,L001
H0853,S0419,2022-05-18,188424,223124,Promotion,L003
H0854,S0278,2020-06-21,98091,115492,Promotion,L004
H0855,S0180,2021-01-06,119242,139614,Annual Review,L005
H0856,S0313,2020-07-27,44314,46846,Annual Review,L001
H0857,S0028,2025-04-17,130017,154999,Cost of Living Adjustment,L002
H0858,S0409,2025-02-11,119058,136186,Annual Review,L004
H0859,S0064,2020-10-24,123644,129927,Cost of Living Adjustment,L004
H0860,S0098,2020-07-13,32406,37111,Cost of Living Adjustment,L004
H0861,S0233,2023-01-21,93552,106058,Performance Bonus,L003
H0862,S0329,2024-09-21,61668,70994,Performance Bonus,L002
H0863,S0338,2021-01-10,56439,60832,Promotion,L004
H0864,S0130,2020-08-08,101974,120428,Promotion,L002
H0865,S0330,2020-07-08,125837,150980,Annual Review,L004
H0866,S0233,2023-07-29,35193,40661,Annual Review,L004
H0867,S0129,2021-05-08,47252,52741,Annual Review,L003
H0868,S0470,2022-10-15,90893,99637,Performance Bonus,L001
H0869,S0061,2022-05-18,46792,50744,Annual Review,L002
H0870,S0295,2020-11-01,104316,112160,Cost of Living Adjustment,L001
H0871,S0336,2020-11-01,188939,226707,Annual Review,L005
H0872,S0051,2024-12-07,52958,62068,Performance Bonus,L003
H0873,S0362,2024-08-18,43685,51358,Promotion,L002
H0874,S0388,2025-03-25,104118,123325,Annual Review,L003
H0875,S0337,2022-09-25,97092,104404,Annual Review,L001
H0876,S0136,2020-09-02,41745,45859,Cost of Living Adjustment,L002
H0877,S0189,2024-07-10,123371,137084,Cost of Living Adjustment,L002
H0878,S0140,2023-11-09,156879,167667,Promotion,L005
H0879,S0478,2022-03-26,104446,120313,Promotion,L002
H0880,S0403,2020-06-21,64607,73235,Promotion,L004
H0881,S0500,2023-02-02,165906,186030,Cost of Living Adjustment,L005
