Attendance_ID,Staff_ID,Attendance_Date,Status,Shift,Location_ID
AT03855,S0226,2024-06-22,Absent,Afternoon,L003
AT03856,S0401,2024-12-25,Absent,Afternoon,L004
AT03857,S0078,2025-04-11,Leave,Afternoon,L003
AT03858,S0473,2025-02-17,Present,Morning,L001
AT03859,S0095,2024-12-04,Present,Morning,L001
AT03860,S0092,2024-05-14,Leave,Morning,L001
AT03861,S0130,2024-04-29,Sick,Morning,L005
AT03862,S0387,2024-09-18,Present,Afternoon,L002
AT03863,S0061,2024-06-14,Present,Night,L003
AT03864,S0421,2024-11-11,Present,Night,L001
AT03865,S0349,2024-08-04,Sick,Night,L003
AT03866,S0100,2025-01-26,Leave,Afternoon,L003
AT03867,S0407,2024-10-26,Absent,Afternoon,L005
AT03868,S0334,2025-04-02,Present,Afternoon,L005
AT03869,S0051,2024-08-26,Sick,Afternoon,L003
AT03870,S0270,2025-04-23,Leave,Night,L002
AT03871,S0173,2025-01-30,Absent,Afternoon,L002
AT03872,S0325,2025-01-29,Present,Morning,L002
AT03873,S0368,2024-12-16,Sick,Afternoon,L004
AT03874,S0499,2024-08-11,Leave,Night,L002
AT03875,S0041,2024-09-30,Leave,Night,L005
AT03876,S0187,2024-10-02,Leave,Night,L003
AT03877,S0123,2025-04-21,Present,Afternoon,L004
AT03878,S0139,2024-12-01,Sick,Night,L005
AT03879,S0404,2024-11-02,Sick,Afternoon,L003
AT03880,S0403,2024-12-19,Leave,Morning,L002
AT03881,S0131,2024-06-09,Absent,Night,L004
AT03882,S0243,2024-06-25,Sick,Morning,L002
AT03883,S0177,2024-09-02,Present,Afternoon,L001
AT03884,S0223,2025-03-19,Absent,Afternoon,L005
AT03885,S0009,2024-06-22,Leave,Night,L003
AT03886,S0096,2025-03-04,Leave,Night,L002
AT03887,S0117,2024-09-26,Leave,Afternoon,L005
AT03888,S0152,2024-08-28,Present,Night,L004
AT03889,S0408,2024-10-10,Present,Morning,L003
AT03890,S0016,2024-06-27,Absent,Night,L001
AT03891,S0241,2024-05-02,Sick,Afternoon,L004
AT03892,S0078,2025-04-15,Sick,Morning,L004
AT03893,S0079,2025-04-07,Absent,Night,L003
AT03894,S0338,2024-10-23,Leave,Afternoon,L002
AT03895,S0426,2024-11-07,Sick,Afternoon,L001
AT03896,S0308,2024-06-28,Sick,Night,L004
AT03897,S0295,2024-12-11,Present,Morning,L004
AT03898,S0251,2025-01-03,Leave,Morning,L004
AT03899,S0297,2024-12-26,Leave,Morning,L001
AT03900,S0404,2025-01-04,Present,Night,L002
AT03901,S0354,2025-04-20,Present,Morning,L004
AT03902,S0115,2024-12-08,Sick,Night,L004
AT03903,S0484,2024-09-25,Absent,Morning,L004
AT03904,S0474,2024-05-15,Present,Morning,L003
AT03905,S0313,2024-10-03,Present,Afternoon,L001
AT03906,S0421,2024-09-19,Present,Afternoon,L005
AT03907,S0276,2025-02-11,Sick,Afternoon,L005
AT03908,S0430,2024-12-18,Present,Afternoon,L005
AT03909,S0382,2025-02-18,Sick,Night,L001
AT03910,S0412,2024-12-11,Absent,Night,L002
AT03911,S0429,2025-04-20,Sick,Night,L005
AT03912,S0263,2025-02-27,Absent,Afternoon,L003
AT03913,S0094,2025-03-11,Sick,Afternoon,L005
AT03914,S0371,2025-01-12,Sick,Afternoon,L004
AT03915,S0386,2024-12-28,Sick,Night,L001
AT03916,S0055,2025-03-01,Leave,Morning,L005
AT03917,S0080,2024-07-05,Leave,Morning,L002
AT03918,S0459,2024-12-22,Leave,Afternoon,L005
AT03919,S0199,2025-01-10,Sick,Afternoon,L001
AT03920,S0020,2024-07-23,Absent,Night,L001
AT03921,S0033,2025-02-23,Absent,Afternoon,L004
AT03922,S0498,2025-02-20,Sick,Afternoon,L004
AT03923,S0417,2024-09-02,Leave,Night,L005
AT03924,S0110,2025-03-14,Absent,Morning,L001
AT03925,S0203,2024-07-10,Absent,Morning,L005
AT03926,S0493,2025-04-10,Leave,Night,L004
AT03927,S0359,2025-02-06,Present,Morning,L001
AT03928,S0144,2024-12-02,Present,Night,L005
AT03929,S0248,2025-02-21,Present,Afternoon,L003
AT03930,S0134,2025-02-07,Absent,Morning,L004
AT03931,S0161,2024-10-10,Present,Afternoon,L001
AT03932,S0360,2024-09-11,Absent,Afternoon,L003
AT03933,S0444,2025-02-03,Present,Night,L001
AT03934,S0059,2025-01-08,Sick,Morning,L002
AT03935,S0367,2025-04-24,Present,Morning,L005
AT03936,S0256,2024-11-26,Present,Night,L001
AT03937,S0443,2025-03-28,Absent,Afternoon,L003
AT03938,S0027,2024-11-06,Present,Night,L001
AT03939,S0463,2025-01-04,Sick,Night,L005
AT03940,S0171,2025-03-08,Absent,Afternoon,L001
AT03941,S0463,2025-03-02,Present,Night,L003
AT03942,S0434,2024-06-07,Present,Night,L003
AT03943,S0012,2024-08-24,Leave,Morning,L003
AT03944,S0202,2024-09-04,Absent,Morning,L004
AT03945,S0252,2024-05-28,Present,Afternoon,L001
AT03946,S0135,2024-07-23,Present,Morning,L005
AT03947,S0242,2024-12-06,Leave,Morning,L005
AT03948,S0450,2024-12-05,Absent,Morning,L002
AT03949,S0139,2024-05-08,Absent,Afternoon,L002
AT03950,S0271,2024-09-09,Present,Morning,L002
AT03951,S0494,2024-11-01,Sick,Night,L001
AT03952,S0429,2024-12-18,Absent,Night,L004
AT03953,S0275,2024-10-03,Present,Afternoon,L001
AT03954,S0012,2024-08-25,Absent,Afternoon,L001
AT03955,S0243,2024-05-16,Leave,Night,L002
AT03956,S0444,2024-09-21,Sick,Afternoon,L001
AT03957,S0233,2025-03-12,Leave,Afternoon,L004
AT03958,S0169,2025-01-24,Present,Afternoon,L005
AT03959,S0308,2024-10-29,Present,Afternoon,L001
AT03960,S0142,2024-12-11,Sick,Night,L002
AT03961,S0331,2025-01-14,Sick,Night,L003
AT03962,S0493,2024-06-06,Present,Afternoon,L002
AT03963,S0086,2025-04-09,Leave,Night,L003
AT03964,S0252,2024-07-24,Absent,Night,L002
AT03965,S0471,2024-05-25,Absent,Night,L004
AT03966,S0093,2024-08-08,Absent,Night,L003
AT03967,S0401,2025-01-21,Present,Afternoon,L005
AT03968,S0332,2024-07-17,Absent,Morning,L002
AT03969,S0244,2024-06-02,Absent,Afternoon,L004
AT03970,S0149,2024-07-14,Absent,Night,L001
AT03971,S0309,2024-06-12,Absent,Afternoon,L001
AT03972,S0425,2024-09-05,Absent,Morning,L001
AT03973,S0092,2025-03-11,Present,Afternoon,L001
AT03974,S0145,2024-12-04,Sick,Morning,L004
AT03975,S0107,2024-10-23,Sick,Morning,L003
AT03976,S0090,2024-12-12,Absent,Morning,L005
AT03977,S0226,2024-07-13,Present,Morning,L002
AT03978,S0095,2024-07-25,Present,Afternoon,L005
AT03979,S0315,2024-09-10,Leave,Night,L002
AT03980,S0308,2025-01-12,Present,Afternoon,L004
AT03981,S0212,2025-04-19,Absent,Night,L003
AT03982,S0270,2024-07-08,Leave,Night,L005
AT03983,S0013,2025-04-01,Leave,Morning,L002
AT03984,S0135,2024-07-13,Absent,Night,L005
AT03985,S0300,2024-06-17,Leave,Night,L004
AT03986,S0254,2024-07-28,Leave,Afternoon,L003
AT03987,S0477,2025-03-18,Leave,Morning,L005
AT03988,S0428,2024-10-14,Leave,Afternoon,L001
AT03989,S0203,2024-05-10,Sick,Morning,L002
AT03990,S0109,2024-06-14,Present,Morning,L002
AT03991,S0287,2024-12-12,Present,Afternoon,L002
AT03992,S0427,2025-01-24,Sick,Morning,L002
AT03993,S0443,2024-06-08,Present,Morning,L002
AT03994,S0325,2024-09-07,Present,Night,L004
AT03995,S0323,2024-10-01,Present,Afternoon,L002
AT03996,S0158,2024-04-29,Sick,Morning,L005
AT03997,S0143,2024-10-07,Sick,Morning,L001
AT03998,S0001,2024-12-01,Present,Morning,L001
AT03999,S0220,2024-06-28,Leave,Morning,L004
AT04000,S0458,2024-10-29,Leave,Afternoon,L003
AT04001,S0275,2024-08-29,Sick,Morning,L004
AT04002,S0063,2025-04-23,Leave,Afternoon,L002
AT04003,S0047,2024-05-20,Absent,Afternoon,L001
AT04004,S0231,2025-03-01,Leave,Afternoon,L002
AT04005,S0284,2025-01-23,Absent,Night,L002
AT04006,S0057,2024-10-26,Leave,Morning,L005
AT04007,S0416,2024-12-17,Absent,Night,L003
AT04008,S0049,2024-05-28,Sick,Night,L002
AT04009,S0130,2024-06-22,Present,Night,L001
AT04010,S0363,2024-05-22,Present,Afternoon,L005
AT04011,S0082,2025-03-22,Present,Afternoon,L002
AT04012,S0010,2024-07-22,Sick,Afternoon,L005
AT04013,S0364,2025-04-25,Present,Night,L004
AT04014,S0190,2025-04-22,Absent,Afternoon,L003
AT04015,S0496,2025-03-31,Absent,Morning,L003
AT04016,S0154,2025-03-05,Leave,Morning,L005
AT04017,S0323,2024-10-18,Present,Morning,L003
AT04018,S0439,2024-11-08,Absent,Afternoon,L005
AT04019,S0207,2024-06-12,Absent,Night,L001
AT04020,S0022,2025-04-18,Absent,Afternoon,L002
AT04021,S0062,2024-09-08,Present,Morning,L003
AT04022,S0258,2025-04-11,Leave,Afternoon,L002
AT04023,S0424,2024-06-11,Sick,Night,L002
AT04024,S0282,2024-10-18,Leave,Morning,L004
AT04025,S0457,2024-12-19,Leave,Night,L002
AT04026,S0101,2024-10-13,Sick,Morning,L005
AT04027,S0295,2024-10-24,Present,Night,L002
AT04028,S0402,2025-03-07,Present,Morning,L003
AT04029,S0364,2024-05-25,Present,Morning,L005
AT04030,S0284,2024-12-21,Present,Night,L001
AT04031,S0050,2025-03-04,Leave,Morning,L003
AT04032,S0034,2024-05-21,Sick,Afternoon,L004
AT04033,S0425,2024-11-24,Present,Afternoon,L005
AT04034,S0377,2024-08-02,Leave,Afternoon,L004
AT04035,S0007,2024-06-30,Leave,Afternoon,L001
AT04036,S0364,2024-08-06,Present,Night,L004
AT04037,S0431,2024-09-04,Absent,Morning,L001
AT04038,S0316,2025-02-06,Leave,Morning,L001
AT04039,S0101,2025-02-26,Absent,Morning,L004
AT04040,S0494,2024-10-17,Absent,Morning,L005
AT04041,S0069,2025-03-03,Sick,Night,L005
AT04042,S0102,2024-08-30,Leave,Night,L001
AT04043,S0121,2025-01-27,Absent,Night,L001
AT04044,S0098,2025-04-27,Leave,Night,L001
AT04045,S0447,2024-11-05,Leave,Morning,L005
AT04046,S0253,2024-09-08,Sick,Night,L004
AT04047,S0101,2024-11-21,Present,Night,L001
AT04048,S0142,2025-01-05,Sick,Morning,L003
AT04049,S0294,2024-10-22,Absent,Night,L004
AT04050,S0215,2024-07-23,Sick,Night,L001
AT04051,S0058,2024-11-24,Present,Night,L002
AT04052,S0500,2024-06-04,Absent,Afternoon,L001
AT04053,S0368,2024-11-01,Sick,Morning,L002
AT04054,S0246,2024-12-17,Present,Afternoon,L003
AT04055,S0263,2024-06-05,Sick,Morning,L001
AT04056,S0269,2024-04-29,Leave,Night,L003
AT04057,S0158,2025-04-24,Sick,Afternoon,L001
AT04058,S0175,2025-01-23,Absent,Night,L005
AT04059,S0096,2025-02-02,Sick,Morning,L005
AT04060,S0026,2025-03-18,Sick,Afternoon,L002
AT04061,S0092,2025-02-03,Leave,Morning,L005
AT04062,S0255,2024-09-07,Absent,Afternoon,L003
AT04063,S0383,2024-11-27,Sick,Afternoon,L004
AT04064,S0436,2024-12-08,Absent,Morning,L004
AT04065,S0415,2024-09-23,Sick,Morning,L004
AT04066,S0158,2025-01-06,Leave,Morning,L004
AT04067,S0033,2024-05-30,Present,Night,L005
AT04068,S0200,2024-09-11,Sick,Afternoon,L004
AT04069,S0414,2025-02-20,Leave,Afternoon,L005
AT04070,S0299,2024-11-28,Absent,Afternoon,L002
AT04071,S0052,2024-10-16,Absent,Night,L003
AT04072,S0413,2024-10-16,Absent,Night,L002
AT04073,S0212,2024-12-05,Absent,Afternoon,L004
AT04074,S0311,2024-10-27,Sick,Afternoon,L002
AT04075,S0057,2024-06-11,Present,Morning,L001
AT04076,S0029,2025-02-05,Present,Afternoon,L005
AT04077,S0292,2024-12-06,Absent,Afternoon,L004
AT04078,S0131,2024-06-18,Sick,Morning,L002
AT04079,S0043,2024-12-01,Present,Morning,L002
AT04080,S0187,2024-07-24,Sick,Afternoon,L002
AT04081,S0285,2024-12-05,Absent,Night,L003
AT04082,S0133,2024-12-25,Present,Morning,L002
AT04083,S0361,2025-02-14,Present,Afternoon,L001
AT04084,S0402,2024-11-09,Absent,Night,L005
AT04085,S0066,2024-07-29,Present,Afternoon,L003
AT04086,S0411,2025-03-22,Absent,Afternoon,L002
AT04087,S0371,2025-01-26,Leave,Morning,L005
AT04088,S0048,2024-10-26,Absent,Night,L004
AT04089,S0399,2024-11-09,Sick,Morning,L004
AT04090,S0031,2024-09-28,Leave,Night,L005
AT04091,S0479,2025-02-04,Sick,Night,L002
AT04092,S0037,2024-05-05,Absent,Night,L003
AT04093,S0199,2024-09-02,Leave,Morning,L004
AT04094,S0063,2025-01-09,Absent,Night,L003
AT04095,S0237,2024-08-11,Leave,Night,L002
AT04096,S0473,2025-03-12,Leave,Afternoon,L005
AT04097,S0156,2024-05-19,Present,Morning,L001
AT04098,S0464,2024-07-21,Sick,Afternoon,L002
AT04099,S0013,2024-08-07,Absent,Morning,L002
AT04100,S0218,2025-04-17,Sick,Afternoon,L002
AT04101,S0414,2025-01-26,Present,Afternoon,L002
AT04102,S0063,2025-01-06,Sick,Morning,L004
AT04103,S0016,2024-07-16,Present,Morning,L005
AT04104,S0306,2024-12-05,Leave,Night,L005
AT04105,S0403,2024-09-08,Leave,Morning,L002
AT04106,S0271,2024-09-03,Sick,Morning,L002
AT04107,S0380,2024-11-05,Sick,Night,L001
AT04108,S0342,2025-01-04,Present,Afternoon,L004
AT04109,S0233,2025-02-25,Sick,Morning,L002
AT04110,S0162,2024-07-04,Leave,Night,L001
AT04111,S0088,2024-05-11,Present,Morning,L003
AT04112,S0204,2025-02-03,Absent,Morning,L004
AT04113,S0250,2025-04-17,Leave,Night,L003
AT04114,S0335,2025-02-26,Sick,Afternoon,L005
AT04115,S0249,2024-10-03,Absent,Morning,L001
AT04116,S0032,2024-05-21,Leave,Morning,L001
AT04117,S0099,2024-05-07,Absent,Night,L002
AT04118,S0183,2025-04-20,Leave,Morning,L001
AT04119,S0331,2025-03-04,Absent,Night,L002
AT04120,S0168,2024-09-08,Present,Morning,L002
AT04121,S0034,2025-03-31,Absent,Afternoon,L005
AT04122,S0213,2024-07-18,Absent,Afternoon,L003
AT04123,S0221,2024-10-06,Present,Afternoon,L003
AT04124,S0041,2024-05-22,Present,Afternoon,L005
AT04125,S0322,2025-04-14,Sick,Afternoon,L002
AT04126,S0476,2025-01-15,Leave,Morning,L002
AT04127,S0360,2024-09-01,Absent,Morning,L002
AT04128,S0498,2024-10-10,Leave,Afternoon,L004
AT04129,S0035,2024-05-12,Present,Morning,L005
AT04130,S0128,2025-04-10,Present,Afternoon,L005
AT04131,S0104,2024-05-23,Present,Afternoon,L003
AT04132,S0311,2024-10-09,Sick,Morning,L003
AT04133,S0220,2024-06-15,Absent,Afternoon,L002
AT04134,S0268,2024-10-31,Absent,Night,L005
AT04135,S0265,2024-09-19,Leave,Afternoon,L005
AT04136,S0006,2025-01-25,Leave,Morning,L004
AT04137,S0356,2025-02-21,Absent,Night,L004
AT04138,S0023,2024-08-15,Absent,Afternoon,L003
AT04139,S0299,2024-10-14,Present,Afternoon,L001
AT04140,S0458,2024-08-03,Leave,Night,L003
AT04141,S0218,2024-08-23,Sick,Morning,L003
AT04142,S0225,2025-02-21,Sick,Night,L003
AT04143,S0146,2024-05-07,Leave,Afternoon,L005
AT04144,S0346,2024-09-08,Present,Night,L005
AT04145,S0092,2025-01-18,Absent,Morning,L001
AT04146,S0168,2024-08-02,Present,Afternoon,L005
AT04147,S0075,2024-05-22,Sick,Night,L001
AT04148,S0023,2024-09-20,Absent,Night,L001
AT04149,S0224,2024-07-27,Leave,Afternoon,L001
AT04150,S0426,2024-05-13,Sick,Night,L003
AT04151,S0053,2025-01-22,Absent,Night,L004
AT04152,S0167,2024-12-12,Sick,Morning,L002
AT04153,S0230,2024-09-26,Sick,Night,L003
AT04154,S0397,2024-07-23,Leave,Morning,L002
AT04155,S0406,2024-09-24,Present,Afternoon,L004
AT04156,S0176,2025-03-15,Present,Night,L004
AT04157,S0034,2025-01-04,Present,Night,L002
AT04158,S0415,2024-07-21,Leave,Morning,L005
AT04159,S0005,2024-10-26,Absent,Afternoon,L004
AT04160,S0350,2025-02-12,Absent,Afternoon,L005
AT04161,S0254,2024-11-02,Sick,Morning,L003
AT04162,S0087,2024-11-01,Sick,Afternoon,L002
AT04163,S0181,2025-04-20,Leave,Morning,L001
AT04164,S0426,2025-02-28,Sick,Morning,L001
AT04165,S0185,2025-01-09,Absent,Morning,L002
AT04166,S0449,2024-06-09,Leave,Afternoon,L005
AT04167,S0392,2025-02-09,Absent,Night,L005
AT04168,S0093,2024-07-18,Present,Morning,L001
AT04169,S0475,2024-08-09,Present,Morning,L003
AT04170,S0149,2025-02-03,Absent,Afternoon,L005
AT04171,S0269,2024-12-15,Leave,Morning,L005
AT04172,S0076,2024-11-21,Present,Afternoon,L003
AT04173,S0412,2024-09-01,Present,Afternoon,L004
AT04174,S0289,2024-11-11,Sick,Afternoon,L003
AT04175,S0214,2025-04-02,Absent,Night,L002
AT04176,S0053,2025-03-29,Sick,Morning,L001
AT04177,S0043,2025-02-14,Present,Afternoon,L004
AT04178,S0246,2025-03-07,Leave,Night,L004
AT04179,S0067,2024-10-31,Leave,Afternoon,L004
AT04180,S0128,2024-11-11,Absent,Morning,L004
AT04181,S0078,2025-04-22,Sick,Night,L004
AT04182,S0300,2024-11-08,Absent,Morning,L001
AT04183,S0300,2024-12-04,Leave,Afternoon,L004
AT04184,S0295,2024-06-19,Leave,Night,L005
AT04185,S0442,2024-11-06,Absent,Afternoon,L003
AT04186,S0046,2025-02-19,Leave,Night,L004
AT04187,S0068,2025-03-17,Present,Afternoon,L001
AT04188,S0330,2025-04-15,Sick,Afternoon,L001
AT04189,S0413,2024-05-10,Leave,Morning,L004
AT04190,S0444,2025-02-22,Leave,Afternoon,L005
AT04191,S0187,2024-06-29,Absent,Night,L004
AT04192,S0312,2025-04-20,Sick,Afternoon,L002
AT04193,S0356,2025-04-12,Sick,Morning,L004
AT04194,S0251,2025-02-10,Present,Afternoon,L002
AT04195,S0231,2025-04-28,Absent,Night,L002
AT04196,S0026,2024-05-18,Absent,Morning,L004
AT04197,S0331,2025-02-06,Present,Afternoon,L004
AT04198,S0126,2024-05-02,Present,Afternoon,L004
AT04199,S0189,2024-11-19,Leave,Morning,L001
AT04200,S0352,2025-03-19,Absent,Morning,L003
AT04201,S0113,2025-02-19,Leave,Night,L005
AT04202,S0329,2024-05-03,Present,Afternoon,L005
AT04203,S0059,2024-09-02,Present,Night,L002
AT04204,S0084,2024-09-27,Leave,Night,L005
AT04205,S0473,2024-11-05,Present,Afternoon,L004
AT04206,S0439,2025-01-16,Absent,Afternoon,L005
AT04207,S0454,2025-03-05,Present,Night,L004
AT04208,S0035,2025-04-17,Present,Night,L005
AT04209,S0411,2024-11-17,Sick,Night,L001
AT04210,S0106,2025-02-06,Present,Morning,L002
AT04211,S0212,2025-01-10,Leave,Morning,L003
AT04212,S0149,2024-12-06,Sick,Night,L001
AT04213,S0021,2025-04-10,Leave,Afternoon,L004
AT04214,S0461,2024-07-12,Present,Afternoon,L002
AT04215,S0393,2024-07-01,Sick,Night,L001
AT04216,S0467,2024-07-10,Leave,Night,L003
AT04217,S0049,2024-06-01,Sick,Afternoon,L001
AT04218,S0066,2024-10-06,Leave,Afternoon,L002
AT04219,S0257,2025-04-27,Leave,Afternoon,L005
AT04220,S0140,2024-06-25,Leave,Night,L002
AT04221,S0393,2025-03-21,Absent,Night,L003
AT04222,S0300,2025-02-07,Absent,Afternoon,L003
AT04223,S0202,2025-01-28,Leave,Night,L004
AT04224,S0101,2024-07-25,Sick,Afternoon,L003
AT04225,S0381,2024-05-28,Absent,Night,L001
AT04226,S0160,2025-03-24,Absent,Morning,L001
AT04227,S0471,2024-08-09,Leave,Morning,L005
AT04228,S0002,2024-11-15,Present,Night,L004
AT04229,S0413,2024-10-08,Sick,Morning,L005
AT04230,S0031,2024-10-03,Absent,Night,L005
AT04231,S0416,2024-12-26,Sick,Afternoon,L005
AT04232,S0280,2024-05-18,Present,Night,L001
AT04233,S0366,2024-08-16,Sick,Afternoon,L003
AT04234,S0297,2024-11-15,Present,Night,L002
AT04235,S0261,2025-03-09,Present,Morning,L003
AT04236,S0340,2025-02-26,Absent,Morning,L001
AT04237,S0414,2024-12-24,Present,Afternoon,L003
AT04238,S0471,2024-10-18,Absent,Morning,L002
AT04239,S0366,2025-04-24,Present,Afternoon,L001
AT04240,S0243,2025-02-23,Sick,Night,L001
AT04241,S0125,2025-03-27,Present,Night,L001
AT04242,S0292,2024-05-16,Leave,Afternoon,L001
AT04243,S0409,2024-06-24,Leave,Morning,L002
AT04244,S0335,2024-12-28,Sick,Night,L004
AT04245,S0384,2025-01-01,Present,Night,L005
AT04246,S0110,2024-11-06,Absent,Morning,L002
AT04247,S0131,2024-12-03,Leave,Night,L003
AT04248,S0082,2025-04-09,Present,Night,L003
AT04249,S0139,2024-08-14,Sick,Afternoon,L002
AT04250,S0371,2025-03-26,Present,Night,L001
AT04251,S0298,2024-11-16,Sick,Afternoon,L001
AT04252,S0002,2025-01-13,Absent,Morning,L005
AT04253,S0006,2024-12-13,Absent,Night,L002
AT04254,S0387,2024-12-31,Sick,Afternoon,L005
AT04255,S0162,2024-12-10,Leave,Night,L002
AT04256,S0472,2024-06-26,Leave,Morning,L005
AT04257,S0262,2025-01-28,Leave,Night,L002
AT04258,S0072,2024-10-04,Leave,Night,L004
AT04259,S0489,2024-10-04,Present,Night,L002
AT04260,S0187,2025-02-06,Present,Night,L001
AT04261,S0067,2024-12-25,Absent,Afternoon,L005
AT04262,S0179,2024-05-25,Present,Afternoon,L001
AT04263,S0008,2024-08-17,Present,Afternoon,L005
AT04264,S0465,2024-10-26,Leave,Morning,L005
AT04265,S0227,2024-11-14,Leave,Afternoon,L004
AT04266,S0183,2024-08-04,Leave,Afternoon,L005
AT04267,S0090,2025-01-07,Present,Morning,L004
AT04268,S0181,2024-10-05,Present,Night,L003
AT04269,S0250,2025-02-15,Present,Afternoon,L004
AT04270,S0106,2025-03-11,Present,Morning,L001
AT04271,S0336,2024-12-26,Sick,Morning,L003
AT04272,S0236,2024-11-19,Present,Afternoon,L002
AT04273,S0011,2024-12-28,Present,Afternoon,L001
AT04274,S0131,2025-04-15,Leave,Morning,L003
AT04275,S0363,2024-12-15,Present,Afternoon,L004
AT04276,S0489,2025-04-02,Absent,Afternoon,L003
AT04277,S0362,2025-03-10,Sick,Afternoon,L005
AT04278,S0342,2024-07-04,Sick,Morning,L005
AT04279,S0005,2025-02-15,Absent,Night,L003
AT04280,S0394,2024-09-30,Absent,Afternoon,L002
AT04281,S0135,2024-08-06,Absent,Afternoon,L002
AT04282,S0418,2024-05-27,Leave,Afternoon,L002
AT04283,S0079,2024-12-18,Sick,Night,L001
AT04284,S0093,2024-08-07,Leave,Night,L001
AT04285,S0019,2024-08-15,Sick,Night,L002
AT04286,S0405,2024-08-28,Leave,Morning,L002
AT04287,S0149,2025-01-16,Present,Morning,L001
AT04288,S0302,2025-04-18,Present,Morning,L005
AT04289,S0220,2025-03-04,Sick,Night,L002
AT04290,S0133,2025-01-14,Leave,Night,L002
AT04291,S0161,2024-11-23,Leave,Night,L003
AT04292,S0233,2024-05-16,Present,Morning,L003
AT04293,S0012,2024-12-02,Sick,Morning,L004
AT04294,S0346,2024-09-05,Sick,Morning,L003
AT04295,S0395,2024-12-03,Present,Afternoon,L001
AT04296,S0062,2024-07-28,Absent,Afternoon,L003
AT04297,S0378,2025-02-11,Sick,Morning,L005
AT04298,S0273,2024-09-25,Sick,Afternoon,L002
AT04299,S0146,2024-05-06,Sick,Afternoon,L001
AT04300,S0027,2024-10-27,Present,Morning,L004
AT04301,S0375,2024-09-07,Leave,Night,L003
AT04302,S0011,2024-10-18,Sick,Morning,L001
AT04303,S0152,2024-07-06,Absent,Night,L004
AT04304,S0416,2025-02-19,Leave,Afternoon,L002
AT04305,S0229,2024-10-14,Leave,Morning,L005
AT04306,S0493,2024-07-03,Present,Morning,L002
AT04307,S0030,2024-11-07,Present,Night,L001
AT04308,S0228,2024-05-09,Leave,Night,L004
AT04309,S0397,2025-03-30,Sick,Night,L005
AT04310,S0277,2025-02-27,Sick,Afternoon,L001
AT04311,S0077,2024-05-30,Absent,Morning,L005
AT04312,S0243,2024-05-05,Absent,Morning,L004
AT04313,S0241,2025-03-03,Absent,Morning,L004
AT04314,S0121,2024-11-02,Present,Afternoon,L003
AT04315,S0342,2025-01-09,Leave,Night,L003
AT04316,S0284,2025-03-02,Sick,Morning,L004
AT04317,S0321,2024-08-01,Leave,Afternoon,L001
AT04318,S0101,2024-09-08,Present,Morning,L001
AT04319,S0499,2024-10-17,Sick,Night,L002
AT04320,S0372,2024-10-29,Absent,Night,L002
AT04321,S0373,2024-06-30,Present,Morning,L004
AT04322,S0161,2025-01-08,Absent,Afternoon,L002
AT04323,S0299,2025-04-23,Leave,Morning,L002
AT04324,S0443,2024-12-02,Sick,Night,L003
AT04325,S0407,2025-04-02,Present,Afternoon,L004
AT04326,S0207,2024-05-01,Leave,Morning,L004
AT04327,S0129,2024-08-09,Present,Afternoon,L001
AT04328,S0430,2025-03-12,Absent,Morning,L003
AT04329,S0313,2025-01-18,Absent,Night,L001
AT04330,S0018,2025-03-28,Present,Morning,L003
AT04331,S0171,2025-03-30,Present,Afternoon,L005
AT04332,S0483,2024-07-01,Absent,Afternoon,L002
AT04333,S0106,2025-03-09,Present,Night,L002
AT04334,S0260,2024-11-13,Sick,Night,L001
AT04335,S0253,2024-10-25,Sick,Morning,L004
AT04336,S0055,2025-02-27,Absent,Night,L005
AT04337,S0239,2024-11-11,Present,Night,L004
AT04338,S0434,2024-09-24,Sick,Night,L004
AT04339,S0042,2024-08-31,Leave,Afternoon,L004
AT04340,S0182,2024-06-02,Absent,Afternoon,L005
AT04341,S0122,2024-10-06,Sick,Night,L001
AT04342,S0114,2025-01-05,Absent,Night,L003
AT04343,S0138,2024-12-10,Leave,Morning,L005
AT04344,S0465,2025-01-18,Leave,Afternoon,L003
AT04345,S0242,2025-03-07,Leave,Morning,L003
AT04346,S0294,2024-07-31,Sick,Morning,L004
AT04347,S0176,2025-01-07,Leave,Afternoon,L004
AT04348,S0100,2024-11-26,Sick,Afternoon,L002
AT04349,S0126,2024-12-27,Present,Night,L001
AT04350,S0178,2024-06-30,Leave,Morning,L002
AT04351,S0498,2025-01-05,Present,Night,L005
AT04352,S0295,2024-10-01,Leave,Morning,L005
AT04353,S0035,2025-04-28,Leave,Night,L003
AT04354,S0208,2025-03-18,Absent,Night,L002
AT04355,S0124,2024-11-25,Sick,Night,L003
AT04356,S0112,2024-11-01,Sick,Morning,L002
AT04357,S0450,2024-09-04,Absent,Morning,L005
AT04358,S0332,2025-03-17,Present,Afternoon,L001
AT04359,S0356,2024-10-04,Sick,Night,L004
AT04360,S0017,2024-08-03,Sick,Night,L004
AT04361,S0006,2024-12-14,Present,Afternoon,L004
AT04362,S0004,2024-11-05,Absent,Morning,L004
AT04363,S0371,2024-07-03,Leave,Morning,L002
AT04364,S0356,2025-04-26,Sick,Afternoon,L004
AT04365,S0324,2024-12-12,Absent,Morning,L001
AT04366,S0063,2025-04-09,Absent,Morning,L004
AT04367,S0423,2025-03-26,Absent,Afternoon,L004
AT04368,S0424,2024-11-04,Sick,Night,L004
AT04369,S0210,2024-05-14,Sick,Afternoon,L002
