Room_ID,Location_ID,Room_Type,Capacity,Admission_ID,Occupancy_Status,Last_Cleaned
R01134,D008,Semi-Private,2,,Occupied,2024-09-14
R01135,D004,ICU,2,ADM00118,Vacant,2025-03-24
R01136,D006,ICU,2,ADM06041,Occupied,2024-09-22
R01137,D005,Semi-Private,1,ADM02088,Occupied,2024-12-21
R01138,D008,Semi-Private,2,ADM03894,Vacant,2025-03-14
R01139,D001,Semi-Private,4,ADM09269,Occupied,2024-09-05
R01140,D007,Semi-Private,1,ADM07405,Occupied,2024-08-30
R01141,D003,Private,2,,Occupied,2024-11-23
R01142,D006,Semi-Private,4,,Occupied,2024-11-19
R01143,D008,Semi-Private,4,ADM05570,Occupied,2024-05-10
R01144,D003,Private,4,ADM01862,Occupied,2025-02-23
R01145,D003,Semi-Private,1,ADM05243,Vacant,2024-11-13
R01146,D007,ICU,1,,Occupied,2024-06-10
R01147,D002,Semi-Private,2,ADM06664,Vacant,2025-04-15
R01148,D002,General,2,ADM02176,Vacant,2024-11-14
R01149,D005,ICU,2,ADM08150,Occupied,2025-04-18
R01150,D004,General,4,ADM00321,Occupied,2024-06-15
R01151,D006,General,1,ADM09526,Occupied,2025-03-04
R01152,D006,Private,1,ADM07035,Vacant,2025-02-13
R01153,D007,Private,1,,Occupied,2025-04-02
R01154,D005,General,2,ADM00652,Vacant,2024-12-31
R01155,D005,ICU,1,,Occupied,2025-03-31
R01156,D003,Semi-Private,4,,Occupied,2024-11-05
R01157,D007,ICU,4,ADM08195,Occupied,2025-02-11
R01158,D008,ICU,1,ADM03618,Vacant,2025-04-04
R01159,D005,ICU,4,ADM08461,Occupied,2024-06-24
R01160,D005,Semi-Private,1,,Occupied,2025-01-15
R01161,D007,Semi-Private,4,ADM04782,Vacant,2025-01-27
R01162,D001,General,1,ADM02555,Occupied,2024-07-27
R01163,D007,Private,4,,Vacant,2024-07-30
R01164,D006,Semi-Private,4,ADM05047,Occupied,2025-03-30
R01165,D006,Private,4,ADM01058,Vacant,2024-05-03
R01166,D003,ICU,2,ADM05251,Occupied,2024-11-28
R01167,D007,Private,1,ADM05283,Occupied,2024-08-01
R01168,D007,ICU,2,ADM01094,Occupied,2025-01-09
R01169,D008,Semi-Private,4,ADM06022,Occupied,2024-09-20
R01170,D008,ICU,4,,Vacant,2024-05-21
R01171,D005,Private,2,ADM06698,Occupied,2025-02-01
R01172,D004,Semi-Private,2,,Vacant,2024-09-04
R01173,D003,Private,2,,Occupied,2024-06-18
R01174,D003,Semi-Private,2,ADM00991,Occupied,2024-06-04
R01175,D005,Semi-Private,1,ADM02734,Occupied,2024-07-19
R01176,D006,Semi-Private,4,ADM07106,Occupied,2025-01-20
R01177,D008,Semi-Private,4,ADM08633,Occupied,2024-12-29
R01178,D006,General,1,,Occupied,2024-10-07
R01179,D003,Private,1,ADM01895,Vacant,2024-11-17
R01180,D005,General,1,,Occupied,2024-06-27
R01181,D004,Semi-Private,1,ADM07731,Occupied,2024-11-21
R01182,D002,ICU,4,ADM05220,Occupied,2025-01-03
R01183,D007,Private,1,ADM03485,Vacant,2025-02-03
R01184,D003,Private,1,ADM05931,Vacant,2024-08-14
R01185,D002,Semi-Private,2,ADM09841,Occupied,2024-08-16
R01186,D006,Semi-Private,4,ADM04971,Occupied,2024-06-30
R01187,D008,ICU,2,ADM03335,Occupied,2025-02-18
R01188,D006,General,2,ADM08663,Occupied,2024-08-25
R01189,D006,ICU,2,ADM03798,Occupied,2024-05-12
R01190,D002,ICU,1,ADM06746,Vacant,2024-11-11
R01191,D007,Private,4,ADM08986,Occupied,2024-08-05
R01192,D008,Private,4,ADM03166,Vacant,2024-09-06
R01193,D003,Semi-Private,2,ADM07195,Vacant,2025-02-19
R01194,D007,Semi-Private,2,ADM03366,Occupied,2024-05-02
R01195,D008,ICU,1,ADM02208,Vacant,2024-10-01
R01196,D007,ICU,4,ADM05492,Occupied,2025-01-11
R01197,D002,Private,1,ADM00740,Occupied,2025-03-23
R01198,D001,Semi-Private,4,ADM04493,Occupied,2025-01-24
R01199,D007,General,2,,Occupied,2024-05-29
R01200,D002,Semi-Private,1,ADM09061,Vacant,2024-07-05
R01201,D007,General,1,ADM04343,Occupied,2024-10-10
R01202,D005,Private,4,ADM00600,Occupied,2024-05-10
R01203,D003,ICU,2,ADM03576,Occupied,2025-01-05
R01204,D008,General,2,,Occupied,2024-12-06
R01205,D007,Private,2,,Occupied,2025-01-03
R01206,D001,Private,2,ADM02792,Occupied,2024-09-09
R01207,D002,General,4,ADM08382,Occupied,2025-01-30
R01208,D001,ICU,1,,Occupied,2024-12-31
R01209,D003,General,4,ADM00781,Occupied,2024-05-09
R01210,D006,ICU,2,,Occupied,2024-12-23
R01211,D008,Private,4,ADM02456,Occupied,2025-03-17
R01212,D005,Semi-Private,2,ADM09652,Occupied,2024-10-31
R01213,D004,Private,2,ADM09322,Vacant,2025-02-14
R01214,D003,ICU,2,ADM09519,Occupied,2025-04-26
R01215,D005,ICU,1,,Vacant,2025-01-03
R01216,D006,General,2,ADM01146,Occupied,2024-06-02
R01217,D004,Semi-Private,2,ADM08172,Occupied,2025-01-23
R01218,D005,Private,4,ADM00937,Occupied,2025-02-21
R01219,D004,Private,1,ADM08485,Occupied,2025-02-25
R01220,D001,Private,2,ADM05222,Occupied,2024-10-02
R01221,D004,ICU,4,,Occupied,2024-12-05
R01222,D006,Private,2,ADM00269,Occupied,2025-02-04
R01223,D001,ICU,4,ADM02021,Vacant,2024-05-10
R01224,D004,Semi-Private,4,ADM08027,Occupied,2024-06-15
R01225,D008,ICU,1,ADM07599,Occupied,2024-10-11
R01226,D003,ICU,1,,Occupied,2025-03-08
R01227,D007,Semi-Private,1,ADM07133,Occupied,2025-01-20
R01228,D007,Semi-Private,2,ADM07957,Vacant,2024-11-14
R01229,D005,General,1,ADM05923,Occupied,2024-07-23
R01230,D001,Semi-Private,4,ADM00456,Occupied,2024-06-10
R01231,D006,ICU,1,ADM08051,Vacant,2024-07-18
R01232,D001,Private,1,,Occupied,2025-01-28
R01233,D001,Semi-Private,1,ADM04072,Occupied,2024-05-18
R01234,D005,Semi-Private,1,,Occupied,2025-03-24
R01235,D003,General,2,,Vacant,2024-11-03
R01236,D005,General,2,ADM06255,Occupied,2024-08-02
R01237,D008,General,2,ADM09786,Occupied,2024-04-29
R01238,D001,Private,1,ADM01468,Vacant,2024-10-24
R01239,D003,Private,1,ADM00752,Occupied,2025-04-07
R01240,D005,General,4,ADM03206,Occupied,2025-04-08
R01241,D006,General,1,ADM03034,Occupied,2024-11-15
R01242,D002,Semi-Private,4,ADM00077,Occupied,2024-11-05
R01243,D004,General,1,ADM02452,Occupied,2025-03-02
R01244,D007,Semi-Private,2,ADM08968,Occupied,2024-05-05
R01245,D005,Private,4,ADM05589,Vacant,2024-10-27
R01246,D005,Private,1,,Vacant,2024-06-03
R01247,D007,Private,4,ADM01932,Vacant,2024-05-22
R01248,D006,Semi-Private,1,ADM06922,Occupied,2024-08-14
R01249,D006,General,4,ADM04949,Occupied,2024-12-24
R01250,D006,ICU,1,ADM09422,Vacant,2024-11-02
R01251,D005,ICU,4,ADM08304,Occupied,2024-08-12
R01252,D002,Private,1,ADM02997,Occupied,2024-09-29
R01253,D002,Private,4,ADM09773,Occupied,2025-03-02
R01254,D003,General,1,,Occupied,2024-05-20
R01255,D002,General,4,,Occupied,2024-08-30
R01256,D007,General,4,,Occupied,2024-11-28
R01257,D001,Semi-Private,2,ADM08681,Vacant,2024-07-30
R01258,D007,General,1,ADM03977,Occupied,2024-12-30
R01259,D008,ICU,4,ADM08145,Occupied,2024-07-11
R01260,D003,General,2,ADM00380,Occupied,2025-02-19
R01261,D006,Private,4,ADM01167,Occupied,2024-11-07
R01262,D003,Private,2,ADM05980,Occupied,2025-03-18
R01263,D006,Semi-Private,4,ADM04159,Occupied,2024-08-20
R01264,D002,Private,2,ADM09111,Occupied,2024-11-28
R01265,D002,Semi-Private,4,ADM02149,Occupied,2024-08-13
R01266,D003,Semi-Private,4,ADM08691,Occupied,2024-06-02
R01267,D006,Private,1,ADM02939,Occupied,2025-04-14
R01268,D007,Private,1,ADM09737,Occupied,2024-06-05
R01269,D003,Private,1,ADM01216,Vacant,2024-10-06
R01270,D004,Semi-Private,4,ADM08290,Occupied,2025-01-12
R01271,D007,Private,1,ADM08027,Occupied,2024-08-13
R01272,D007,Semi-Private,2,ADM06263,Occupied,2024-09-09
R01273,D001,General,2,ADM07682,Occupied,2025-01-10
R01274,D006,Semi-Private,1,ADM09065,Vacant,2024-10-30
R01275,D007,Private,4,,Occupied,2024-10-17
R01276,D008,Semi-Private,1,ADM04509,Vacant,2024-10-02
R01277,D005,ICU,2,ADM04174,Occupied,2025-02-07
R01278,D001,Private,4,ADM00628,Occupied,2024-12-08
R01279,D005,ICU,1,ADM03141,Occupied,2024-09-11
R01280,D001,ICU,1,,Occupied,2025-01-20
R01281,D004,Private,2,ADM08914,Occupied,2024-08-27
R01282,D006,Semi-Private,4,ADM05059,Occupied,2024-08-21
R01283,D002,ICU,4,ADM05563,Occupied,2024-10-16
R01284,D006,Semi-Private,2,ADM08563,Occupied,2024-10-25
R01285,D001,General,2,,Vacant,2024-05-06
R01286,D006,Semi-Private,4,,Vacant,2024-12-09
R01287,D004,Private,2,ADM01601,Vacant,2025-03-20
R01288,D007,ICU,1,ADM00996,Vacant,2025-01-07
R01289,D004,Semi-Private,4,,Occupied,2025-02-05
R01290,D006,Private,1,,Vacant,2024-09-22
R01291,D005,Private,4,,Occupied,2025-03-27
R01292,D001,Semi-Private,2,ADM06244,Vacant,2025-01-19
R01293,D008,ICU,4,ADM00275,Vacant,2025-04-25
R01294,D005,ICU,2,ADM03416,Occupied,2024-06-05
R01295,D008,ICU,4,,Occupied,2024-07-26
R01296,D007,General,2,ADM09886,Occupied,2024-05-08
R01297,D006,Semi-Private,2,ADM08960,Vacant,2024-07-03
R01298,D007,Semi-Private,4,ADM02253,Occupied,2024-11-08
R01299,D001,Semi-Private,4,ADM05617,Occupied,2024-06-18
R01300,D003,Semi-Private,2,ADM04470,Occupied,2024-08-02
R01301,D008,Private,4,ADM02889,Vacant,2024-10-16
R01302,D006,Semi-Private,4,ADM02641,Occupied,2024-12-27
R01303,D003,Semi-Private,1,,Occupied,2024-08-04
R01304,D007,Private,1,ADM03026,Occupied,2025-04-02
R01305,D005,ICU,4,ADM08776,Occupied,2024-09-19
R01306,D008,ICU,4,ADM09281,Occupied,2024-05-20
R01307,D008,Semi-Private,2,ADM01610,Vacant,2025-03-13
R01308,D007,Semi-Private,2,ADM08129,Occupied,2025-02-23
R01309,D008,ICU,4,ADM00871,Occupied,2024-09-03
R01310,D007,ICU,2,ADM09791,Occupied,2024-08-28
R01311,D004,ICU,2,ADM07442,Occupied,2025-01-15
R01312,D008,Private,4,ADM05831,Vacant,2024-09-16
R01313,D006,General,2,ADM05359,Occupied,2024-09-17
R01314,D004,ICU,2,ADM05485,Occupied,2024-08-08
R01315,D006,Semi-Private,4,ADM03615,Occupied,2024-10-07
R01316,D001,General,2,ADM07053,Vacant,2024-11-01
R01317,D008,General,4,ADM07484,Occupied,2024-06-30
R01318,D007,ICU,4,,Occupied,2024-05-14
R01319,D008,Private,2,ADM08466,Occupied,2025-01-13
R01320,D005,Private,1,ADM05346,Occupied,2025-02-25
R01321,D003,ICU,2,ADM06102,Occupied,2024-08-30
R01322,D004,ICU,2,ADM06130,Occupied,2024-05-03
R01323,D008,Private,1,ADM08235,Occupied,2024-07-09
R01324,D005,Private,2,ADM05463,Vacant,2024-11-17
R01325,D005,General,1,ADM08164,Occupied,2025-01-03
R01326,D001,Semi-Private,4,ADM05810,Occupied,2024-12-11
R01327,D003,ICU,1,ADM00576,Occupied,2025-02-02
R01328,D005,Private,1,,Occupied,2024-07-31
R01329,D002,General,1,ADM07293,Occupied,2024-08-25
R01330,D001,General,1,ADM09081,Vacant,2024-12-30
R01331,D006,Private,4,ADM06764,Occupied,2025-01-18
R01332,D001,Semi-Private,4,,Occupied,2024-07-17
R01333,D001,Semi-Private,4,,Vacant,2024-07-08
R01334,D001,Private,4,ADM00293,Occupied,2025-02-21
R01335,D007,Semi-Private,1,ADM02732,Occupied,2024-11-23
R01336,D001,Private,1,ADM09165,Occupied,2024-06-24
R01337,D001,Semi-Private,2,ADM00831,Vacant,2024-08-14
R01338,D004,ICU,4,ADM08975,Occupied,2025-03-13
R01339,D001,Semi-Private,2,ADM04855,Vacant,2025-03-25
R01340,D003,Semi-Private,2,ADM07274,Vacant,2024-10-29
R01341,D006,Private,2,ADM00058,Occupied,2024-07-17
R01342,D008,General,2,,Occupied,2025-03-26
R01343,D001,Private,4,ADM01586,Occupied,2024-05-12
R01344,D003,Private,1,,Occupied,2024-07-06
R01345,D002,ICU,1,ADM03491,Occupied,2024-08-05
R01346,D001,Private,2,ADM05030,Vacant,2024-05-10
R01347,D002,Semi-Private,4,ADM02162,Occupied,2025-01-14
R01348,D002,ICU,4,ADM07508,Occupied,2024-11-19
R01349,D003,Private,4,ADM02492,Occupied,2025-02-03
R01350,D004,Semi-Private,2,,Occupied,2025-04-20
R01351,D008,Private,4,ADM02416,Vacant,2025-04-17
R01352,D007,ICU,2,,Occupied,2025-04-27
R01353,D008,ICU,4,ADM02279,Occupied,2024-12-25
R01354,D002,Private,4,ADM07643,Occupied,2024-12-07
R01355,D001,Semi-Private,2,ADM05095,Occupied,2025-01-09
R01356,D001,Private,1,ADM04296,Occupied,2024-08-07
R01357,D003,ICU,1,ADM07255,Occupied,2024-09-06
R01358,D001,ICU,1,ADM03594,Occupied,2024-12-29
R01359,D005,ICU,1,ADM03132,Occupied,2024-10-16
R01360,D008,ICU,2,ADM06029,Occupied,2024-09-25
R01361,D001,Private,2,ADM01371,Vacant,2024-05-23
R01362,D004,General,4,ADM03976,Vacant,2025-01-28
R01363,D008,Private,2,ADM07304,Occupied,2024-06-19
R01364,D002,General,1,ADM02833,Vacant,2025-01-30
R01365,D006,ICU,4,,Occupied,2024-12-04
R01366,D006,General,1,ADM00965,Vacant,2025-02-26
R01367,D003,General,2,ADM01159,Occupied,2024-04-28
R01368,D004,General,2,ADM01628,Vacant,2024-10-22
R01369,D005,Semi-Private,4,ADM01848,Vacant,2024-12-23
R01370,D001,ICU,2,ADM08068,Occupied,2024-10-14
R01371,D004,Semi-Private,1,ADM08752,Occupied,2025-01-08
R01372,D001,ICU,4,ADM00160,Vacant,2024-11-20
R01373,D001,ICU,1,ADM02746,Occupied,2024-08-13
R01374,D004,ICU,1,ADM00292,Occupied,2024-08-25
R01375,D005,General,4,ADM09077,Occupied,2024-11-18
R01376,D001,ICU,1,ADM05578,Occupied,2024-05-29
R01377,D005,Private,2,ADM01730,Occupied,2024-12-29
R01378,D002,General,2,ADM00180,Occupied,2024-09-22
R01379,D002,General,4,ADM01124,Occupied,2024-07-10
R01380,D005,Semi-Private,1,ADM08381,Occupied,2024-06-15
R01381,D001,Semi-Private,2,ADM09061,Vacant,2024-11-20
R01382,D007,Semi-Private,4,ADM01753,Occupied,2024-05-10
R01383,D006,Private,4,ADM03641,Occupied,2024-12-14
R01384,D001,General,2,ADM09529,Occupied,2024-09-20
R01385,D006,General,1,ADM02607,Occupied,2025-01-16
R01386,D006,ICU,2,ADM04646,Occupied,2024-10-09
R01387,D004,ICU,2,ADM02428,Occupied,2024-06-28
R01388,D001,Semi-Private,1,,Occupied,2025-04-04
R01389,D001,General,4,ADM06918,Occupied,2024-08-08
R01390,D006,Private,2,,Occupied,2024-12-08
R01391,D004,Private,4,ADM07429,Occupied,2025-01-19
R01392,D006,General,4,ADM07549,Occupied,2025-04-10
R01393,D005,General,4,ADM06112,Occupied,2025-04-02
R01394,D003,Semi-Private,2,ADM01568,Occupied,2025-01-26
R01395,D001,Semi-Private,1,ADM00216,Occupied,2024-08-19
R01396,D004,Semi-Private,1,ADM08711,Occupied,2025-01-04
R01397,D004,Private,2,ADM09026,Occupied,2024-09-12
R01398,D002,Semi-Private,4,ADM05142,Occupied,2025-01-30
R01399,D005,Semi-Private,2,ADM00508,Occupied,2025-02-14
R01400,D003,ICU,1,ADM01237,Vacant,2024-11-29
R01401,D003,Private,1,ADM01763,Vacant,2024-11-10
R01402,D004,Private,2,ADM09634,Occupied,2024-06-08
R01403,D006,ICU,1,ADM00918,Occupied,2024-06-23
R01404,D005,ICU,1,ADM08201,Vacant,2025-03-27
R01405,D006,General,4,ADM05501,Occupied,2024-07-12
R01406,D003,Private,1,ADM06349,Vacant,2024-09-01
R01407,D003,Private,4,ADM02485,Occupied,2024-11-06
R01408,D006,General,1,,Vacant,2024-05-04
R01409,D001,Semi-Private,1,ADM02079,Occupied,2024-12-26
R01410,D008,Semi-Private,4,ADM06028,Vacant,2024-10-29
R01411,D005,Private,4,ADM02612,Occupied,2024-10-29
R01412,D007,Private,4,ADM05509,Occupied,2024-11-01
R01413,D006,Private,4,,Vacant,2024-07-22
R01414,D006,Semi-Private,4,ADM05415,Occupied,2024-11-21
R01415,D004,General,2,ADM04497,Occupied,2025-03-18
R01416,D004,Private,4,ADM05475,Occupied,2024-09-16
R01417,D007,Private,4,ADM02357,Vacant,2024-10-25
R01418,D003,Private,1,ADM02777,Occupied,2024-06-17
R01419,D003,Semi-Private,4,ADM03469,Occupied,2025-03-22
R01420,D003,General,1,ADM08335,Vacant,2024-05-12
R01421,D006,ICU,1,ADM04122,Occupied,2024-11-06
R01422,D005,Private,4,ADM00163,Vacant,2024-12-22
R01423,D002,Semi-Private,2,ADM02345,Occupied,2024-12-20
R01424,D004,Private,4,ADM08147,Vacant,2024-11-17
R01425,D005,ICU,4,ADM03222,Vacant,2025-02-15
R01426,D004,Semi-Private,1,ADM08491,Occupied,2024-11-17
R01427,D005,General,2,,Occupied,2025-03-23
R01428,D007,General,2,ADM00022,Vacant,2024-06-19
R01429,D005,General,1,,Vacant,2024-10-05
R01430,D004,General,1,ADM00393,Vacant,2025-01-27
R01431,D008,ICU,1,ADM07437,Occupied,2024-12-19
R01432,D006,ICU,4,ADM08120,Occupied,2024-07-15
R01433,D004,General,2,ADM00610,Occupied,2024-06-15
R01434,D008,Private,4,ADM03633,Occupied,2024-07-07
R01435,D002,ICU,4,ADM03168,Occupied,2025-04-17
R01436,D004,Private,4,ADM09117,Occupied,2025-03-08
R01437,D001,Semi-Private,2,ADM08247,Occupied,2024-12-16
R01438,D005,ICU,1,ADM07307,Vacant,2024-05-29
R01439,D001,ICU,2,ADM06009,Occupied,2024-05-07
R01440,D006,ICU,4,ADM01909,Occupied,2024-07-04
R01441,D001,ICU,1,,Occupied,2024-09-02
R01442,D006,ICU,2,ADM05185,Vacant,2024-08-26
R01443,D004,ICU,4,,Occupied,2025-04-17
R01444,D001,Private,1,ADM04541,Occupied,2025-03-19
R01445,D003,ICU,4,ADM00557,Occupied,2025-04-03
R01446,D008,Private,4,,Occupied,2024-10-16
R01447,D005,Semi-Private,1,ADM06565,Occupied,2025-02-19
R01448,D004,General,4,ADM08903,Occupied,2024-05-06
R01449,D004,General,2,,Occupied,2024-04-28
R01450,D004,Private,4,ADM08801,Occupied,2024-10-05
R01451,D006,Private,2,ADM01259,Occupied,2024-08-02
R01452,D002,Private,4,ADM03666,Occupied,2024-08-26
R01453,D006,ICU,1,ADM05125,Occupied,2024-12-05
R01454,D004,General,4,ADM04935,Vacant,2025-04-06
R01455,D007,General,4,ADM08060,Occupied,2025-03-05
R01456,D004,Semi-Private,1,ADM06090,Vacant,2025-02-02
R01457,D007,Private,4,ADM07972,Occupied,2024-05-25
R01458,D004,ICU,2,ADM00225,Occupied,2025-03-29
R01459,D002,Semi-Private,2,ADM01930,Occupied,2025-02-24
R01460,D002,Private,1,ADM00663,Occupied,2024-11-12
R01461,D008,Private,2,ADM00945,Vacant,2024-05-25
R01462,D008,Private,2,ADM03645,Occupied,2024-12-24
R01463,D008,General,4,,Occupied,2024-06-15
R01464,D002,ICU,4,ADM06563,Vacant,2025-01-12
R01465,D002,General,2,ADM01987,Occupied,2024-09-24
R01466,D003,General,2,ADM06331,Occupied,2024-06-09
R01467,D007,ICU,4,ADM00437,Occupied,2024-09-18
R01468,D001,ICU,4,ADM01501,Occupied,2025-01-04
R01469,D002,General,4,ADM04998,Occupied,2025-04-09
R01470,D001,General,4,,Occupied,2024-08-23
R01471,D007,Semi-Private,1,ADM04302,Occupied,2024-09-30
R01472,D001,General,1,ADM07113,Vacant,2024-11-14
R01473,D002,Semi-Private,2,ADM07840,Occupied,2024-08-26
R01474,D008,ICU,1,ADM02272,Occupied,2025-03-14
R01475,D005,Private,1,ADM05498,Vacant,2025-01-25
R01476,D008,Semi-Private,2,ADM01423,Occupied,2024-11-27
R01477,D001,Private,4,ADM07930,Occupied,2025-01-01
R01478,D007,ICU,2,ADM03977,Vacant,2025-04-18
R01479,D008,General,2,ADM02643,Occupied,2024-11-06
R01480,D006,General,1,ADM05913,Occupied,2024-04-29
R01481,D007,Private,2,,Occupied,2025-02-25
R01482,D001,ICU,2,,Occupied,2025-04-03
R01483,D005,Private,1,ADM07613,Occupied,2025-02-23
R01484,D006,Semi-Private,4,ADM09867,Occupied,2025-04-21
R01485,D001,General,4,ADM05923,Occupied,2025-02-19
R01486,D002,Private,4,ADM07815,Occupied,2024-05-04
R01487,D003,ICU,1,ADM02659,Occupied,2024-05-03
R01488,D005,General,1,ADM06361,Occupied,2024-09-19
R01489,D001,Private,1,ADM08181,Occupied,2025-02-25
R01490,D006,General,2,,Vacant,2024-06-03
R01491,D008,Private,1,ADM05018,Occupied,2025-03-01
R01492,D002,General,2,ADM05581,Occupied,2025-01-22
R01493,D002,Semi-Private,1,ADM05701,Occupied,2024-07-11
R01494,D004,General,1,ADM05907,Occupied,2024-12-27
R01495,D001,Private,2,,Vacant,2024-06-04
R01496,D008,General,2,ADM01911,Occupied,2024-06-09
R01497,D004,General,1,ADM01318,Occupied,2025-03-14
R01498,D007,General,1,,Occupied,2024-11-01
R01499,D005,General,4,ADM06463,Occupied,2024-06-02
R01500,D001,General,2,ADM01227,Occupied,2024-05-14
R01501,D001,ICU,2,ADM00210,Occupied,2025-04-12
R01502,D004,Private,1,ADM05539,Occupied,2024-05-13
R01503,D006,ICU,4,ADM06426,Occupied,2024-10-26
R01504,D001,ICU,1,ADM09901,Occupied,2024-05-19
R01505,D007,ICU,2,ADM04475,Occupied,2025-01-16
R01506,D006,Private,1,ADM00210,Occupied,2024-06-13
R01507,D007,Private,1,,Vacant,2025-03-18
R01508,D006,General,4,,Occupied,2024-11-23
R01509,D007,ICU,1,ADM00187,Vacant,2025-04-22
R01510,D003,General,1,,Occupied,2024-10-18
R01511,D006,Semi-Private,4,ADM08761,Occupied,2024-11-19
R01512,D007,Private,2,ADM06755,Occupied,2025-01-03
R01513,D005,General,4,ADM05373,Occupied,2024-11-02
R01514,D005,Private,4,ADM05283,Vacant,2024-12-23
R01515,D007,Private,2,ADM09423,Vacant,2024-05-11
R01516,D005,Semi-Private,2,ADM04314,Vacant,2024-07-25
R01517,D006,Private,1,ADM09453,Occupied,2024-08-20
R01518,D008,ICU,1,ADM02903,Occupied,2024-06-19
R01519,D004,Semi-Private,1,ADM00846,Occupied,2025-03-04
R01520,D002,ICU,4,ADM02143,Occupied,2025-03-21
R01521,D001,Private,4,ADM06039,Vacant,2024-09-02
R01522,D002,ICU,2,,Occupied,2025-01-21
R01523,D006,ICU,4,,Occupied,2025-01-11
R01524,D003,ICU,1,ADM03405,Vacant,2024-07-02
R01525,D002,Private,1,,Occupied,2024-09-09
R01526,D008,Semi-Private,1,ADM08468,Occupied,2024-06-22
R01527,D001,ICU,1,ADM01585,Occupied,2024-11-03
R01528,D008,Semi-Private,4,ADM01333,Occupied,2024-07-20
R01529,D001,Semi-Private,1,ADM07659,Occupied,2024-12-16
R01530,D002,Semi-Private,2,,Occupied,2024-12-08
R01531,D007,ICU,4,ADM03623,Vacant,2024-10-16
R01532,D002,General,1,ADM02895,Vacant,2025-01-24
R01533,D007,Private,1,ADM04290,Occupied,2024-08-15
R01534,D002,ICU,4,ADM04618,Occupied,2024-08-31
R01535,D004,Semi-Private,2,ADM04881,Occupied,2024-07-08
R01536,D002,General,1,ADM02856,Vacant,2024-07-27
R01537,D006,ICU,4,,Occupied,2024-09-15
R01538,D006,Private,2,,Occupied,2024-06-06
R01539,D002,Semi-Private,2,ADM04703,Occupied,2024-06-26
R01540,D008,ICU,1,ADM00025,Occupied,2025-03-14
R01541,D006,Semi-Private,4,ADM05156,Occupied,2025-01-06
R01542,D008,General,1,ADM09201,Occupied,2024-06-25
R01543,D005,Private,4,ADM03573,Occupied,2024-07-12
R01544,D002,Semi-Private,2,ADM08464,Occupied,2024-06-17
R01545,D008,Private,1,ADM05356,Occupied,2024-12-12
R01546,D008,Semi-Private,1,ADM05099,Occupied,2025-04-19
R01547,D003,ICU,1,ADM09163,Occupied,2024-11-15
R01548,D006,ICU,2,ADM01946,Occupied,2024-05-13
R01549,D007,Private,1,,Vacant,2024-06-04
R01550,D003,General,4,,Vacant,2025-04-18
R01551,D004,Private,2,ADM00922,Occupied,2024-09-18
R01552,D002,Semi-Private,2,ADM01460,Occupied,2024-10-19
R01553,D001,General,1,,Vacant,2025-04-23
R01554,D007,ICU,4,ADM08304,Vacant,2024-10-17
R01555,D001,ICU,4,ADM04368,Occupied,2024-12-16
R01556,D001,General,4,ADM09092,Occupied,2025-04-16
R01557,D008,ICU,4,ADM01149,Occupied,2024-05-07
R01558,D001,ICU,2,ADM07689,Vacant,2024-09-04
R01559,D008,Private,2,ADM03628,Occupied,2024-12-10
R01560,D002,Semi-Private,2,,Occupied,2025-02-26
R01561,D007,Private,2,,Occupied,2024-05-25
R01562,D008,Semi-Private,4,ADM02202,Occupied,2025-02-12
R01563,D002,Semi-Private,2,ADM05181,Occupied,2025-02-23
R01564,D001,General,1,,Occupied,2024-05-06
R01565,D005,ICU,2,,Vacant,2024-10-08
R01566,D004,Private,1,ADM05278,Occupied,2024-09-08
R01567,D007,General,1,ADM06480,Occupied,2024-05-03
R01568,D007,General,2,,Occupied,2024-07-22
R01569,D004,Private,4,ADM08241,Occupied,2024-07-01
R01570,D007,General,4,,Occupied,2024-11-09
R01571,D005,General,1,ADM00702,Occupied,2025-01-29
R01572,D001,Private,4,ADM02965,Vacant,2025-02-21
R01573,D008,General,1,,Occupied,2024-06-07
R01574,D007,Private,1,ADM04805,Occupied,2024-09-05
R01575,D004,Semi-Private,4,ADM05734,Vacant,2025-02-22
R01576,D007,Private,1,ADM09918,Occupied,2024-06-14
R01577,D004,Semi-Private,1,ADM01848,Occupied,2025-04-14
R01578,D002,Private,2,ADM05082,Occupied,2024-07-22
R01579,D003,Private,2,ADM00194,Occupied,2024-11-19
R01580,D004,General,4,,Occupied,2024-10-27
R01581,D004,ICU,1,,Vacant,2025-03-19
R01582,D003,ICU,4,,Occupied,2025-02-03
R01583,D002,Private,4,ADM09014,Occupied,2024-09-13
R01584,D005,Semi-Private,2,ADM02763,Occupied,2025-01-14
R01585,D003,General,4,ADM08600,Occupied,2025-02-27
R01586,D003,Private,1,ADM00566,Vacant,2025-01-12
R01587,D006,Semi-Private,2,ADM07139,Occupied,2025-01-27
R01588,D004,General,2,,Occupied,2024-04-28
R01589,D005,Semi-Private,2,ADM03570,Occupied,2024-11-29
R01590,D008,Semi-Private,4,ADM01062,Occupied,2024-07-07
R01591,D002,Private,1,ADM04718,Occupied,2025-02-14
R01592,D002,ICU,4,ADM05992,Occupied,2025-03-18
R01593,D005,Private,2,,Occupied,2024-10-30
R01594,D008,Semi-Private,4,ADM09310,Vacant,2024-09-01
R01595,D005,Semi-Private,4,ADM05047,Occupied,2025-03-17
R01596,D007,ICU,2,,Occupied,2025-03-23
